,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.89,1.5,1.38,1.21,1.0,0.61,0.57,0.65,0.48,0.47,0.56,0.4,0.43,0.77,0.42
f_1,1.31,0.65,1.35,1.25,1.31,1.17,0.44,0.47,0.61,0.42,0.49,0.6,0.29,0.37,0.36,0.41
c_1,1.01,1.3,0.65,1.62,1.53,1.21,0.67,0.31,0.6,0.62,0.42,0.45,0.38,0.45,0.38,0.41
d_1,1.44,1.47,1.25,0.64,1.32,1.24,0.54,0.81,0.43,0.5,0.46,0.43,0.4,0.43,0.42,0.25
b_1,1.62,1.56,0.88,1.31,0.62,1.65,0.69,0.52,0.68,0.6,0.79,0.49,0.46,0.55,0.48,0.36
a_1,2.03,1.65,1.93,1.62,0.9,0.58,0.84,0.64,0.76,0.6,0.67,0.56,0.58,0.85,0.45,0.49
h_1,2.03,2.36,2.08,1.89,2.14,1.87,0.55,0.73,0.97,0.67,0.7,0.76,0.69,0.64,0.58,0.68
d_0,1.45,2.12,2.43,2.72,2.29,2.26,1.09,0.62,1.0,0.7,0.71,0.76,0.66,0.6,0.86,0.75
g_1,2.14,2.24,2.4,2.15,2.07,1.91,0.7,0.93,0.54,0.71,0.79,0.84,0.53,0.76,0.82,0.84
c_0,2.53,2.4,3.74,1.47,2.3,1.86,1.05,1.1,0.92,0.6,1.08,0.82,0.74,0.69,0.92,0.7
b_0,2.18,2.42,3.05,2.08,2.89,1.87,1.11,0.85,0.97,0.48,0.58,0.78,0.7,0.95,0.86,0.63
f_0,2.09,3.32,2.22,2.14,2.46,2.34,1.07,0.95,0.71,0.9,0.87,0.59,0.69,0.74,0.96,0.52
h_0,2.48,2.93,2.49,2.43,2.25,1.85,1.49,0.98,1.11,0.83,0.96,0.89,0.9,0.75,0.81,0.75
a_0,2.85,3.24,2.84,2.48,2.94,2.92,1.19,1.0,1.31,0.99,0.61,0.96,0.83,0.57,0.91,0.66
e_0,3.34,4.06,2.91,2.67,2.48,2.48,1.5,0.89,1.05,0.83,0.76,0.54,0.9,0.88,0.56,0.73
g_0,2.85,3.12,2.78,3.07,3.04,2.4,1.0,1.1,1.37,0.98,0.99,0.99,0.67,1.01,0.87,0.9
