,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.42,1.86,1.13,1.31,1.03,1.0,2.34,2.29,2.71,2.42,2.71,1.71,2.89,2.53,1.62,3.65
e_1,1.19,2.43,1.07,1.56,1.19,1.16,2.22,2.27,3.88,2.3,3.03,3.15,3.41,3.21,2.4,3.01
d_1,1.32,1.16,2.54,0.99,1.16,1.29,2.47,2.17,2.04,4.28,3.01,2.81,3.37,2.67,3.11,3.02
c_1,1.04,1.09,1.15,2.55,2.19,1.18,2.4,2.08,2.42,1.52,1.72,2.72,3.06,1.97,2.56,3.34
b_1,1.39,1.04,1.37,0.95,2.74,2.15,2.34,2.65,2.28,2.91,1.76,2.6,3.58,2.98,3.14,3.51
a_1,1.44,1.24,1.4,1.36,0.93,3.34,2.56,2.57,2.6,2.72,2.97,2.11,3.53,2.28,2.31,3.08
h_1,1.73,1.49,1.32,1.28,1.3,1.07,4.02,3.07,2.93,2.24,2.83,2.59,3.34,2.97,2.98,4.97
g_1,1.32,1.22,1.89,1.4,1.25,1.22,2.22,4.4,2.41,2.76,2.91,4.31,3.66,2.69,3.76,2.7
d_0,1.46,1.25,0.83,2.14,1.51,1.21,2.63,2.96,4.04,2.18,2.69,3.1,3.63,2.78,3.31,3.94
c_0,1.62,1.25,1.27,1.17,1.03,1.26,2.73,3.04,3.24,4.34,5.3,2.99,4.35,3.63,3.91,4.05
b_0,1.38,1.33,1.36,1.57,1.18,0.95,2.73,2.67,3.28,2.62,4.57,3.41,4.26,5.53,3.32,4.08
f_0,1.13,1.11,1.45,1.27,1.4,1.62,2.85,2.2,2.98,3.38,3.22,4.75,4.1,3.38,6.75,3.94
h_0,1.6,1.24,1.57,1.45,1.23,1.35,2.17,3.3,2.91,2.58,2.95,2.96,2.73,2.98,3.36,4.81
a_0,1.41,1.16,1.72,1.44,1.29,0.95,2.83,3.18,2.84,2.78,2.59,3.29,4.14,4.86,3.32,3.62
e_0,1.7,0.97,1.57,1.54,1.37,1.36,3.04,2.29,2.97,2.52,3.18,2.42,3.88,3.24,5.17,3.81
g_0,1.25,1.38,1.94,1.27,1.09,1.21,2.43,3.01,2.44,3.06,2.91,4.28,3.27,3.22,3.53,2.5
