,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,99.73,16.64,13.92,20.02,22.88,76.92,2001.66,5135.17,5033.79,5411.91,5300.84,,27313.09,27586.29,41452.37,35787.66
e_1,11.05,107.17,11.66,14.98,21.38,84.12,1781.49,8692.41,3792.09,5103.58,6196.53,7756.12,26364.98,16538.75,51837.97,
d_1,12.19,12.79,123.71,11.97,22.48,72.01,2102.85,,2905.42,9463.08,6840.0,5904.88,19919.57,29913.58,33929.38,33647.09
c_1,9.34,11.95,14.78,139.65,34.14,65.18,1597.14,3135.07,4630.66,,4871.1,9734.12,20916.72,27812.39,33255.74,32414.49
b_1,9.08,11.04,10.65,12.95,184.72,139.98,1725.35,4483.03,3433.34,4447.05,,5775.08,15082.55,15209.63,33124.92,25093.38
a_1,5.97,6.59,8.65,8.93,7.24,541.85,,2526.83,,2160.3,3920.96,4247.9,15808.9,,18698.89,
h_1,7.06,6.07,6.21,8.49,9.66,,3277.02,1786.71,2370.22,1821.17,2887.07,3324.33,,10516.65,20345.48,19930.5
d_0,4.16,3.23,,12.65,9.32,40.22,997.76,4603.63,1864.94,2064.32,2567.81,4111.97,8112.37,7868.88,18656.94,19765.74
g_1,3.03,4.96,8.06,3.9,8.08,,628.48,1050.22,5995.13,1968.47,2453.75,4626.05,9052.22,8696.19,,11499.05
c_0,4.26,4.79,4.35,,8.05,47.7,744.0,1652.95,1872.21,5502.75,3729.3,3447.42,9542.69,9675.07,16865.43,10882.62
b_0,4.67,5.4,6.61,6.1,,25.81,738.16,1501.3,1315.3,1760.56,6268.35,2411.18,9086.21,16596.31,9909.96,13128.51
f_0,,3.56,5.36,5.81,7.9,30.04,870.11,1139.85,1118.24,1940.1,2994.08,7752.55,8386.7,8489.25,9854.3,20012.55
h_0,4.12,3.88,5.86,4.27,8.79,21.49,,1509.91,1327.8,1403.78,1997.89,2232.84,,7400.03,14410.34,12107.11
a_0,2.87,3.25,2.46,3.38,6.45,,487.23,1213.97,947.53,1227.14,1246.73,1913.28,5704.81,19378.3,11482.49,
g_0,2.92,2.28,5.12,5.14,5.99,26.83,536.79,812.68,,1159.54,2188.9,2934.46,6566.6,4944.8,,
e_0,1.79,,2.57,4.0,6.52,,364.44,814.91,844.12,1278.65,1681.78,1492.22,5428.85,,,26035.12
