,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.51,0.67,0.74,0.86,0.73,0.55,0.92,0.86,1.43,0.84,0.9,0.89,0.92,0.83,0.59,0.9
f_1,1.24,1.51,0.63,0.69,0.59,0.5,0.78,0.72,0.85,0.69,0.64,0.8,0.85,0.71,0.42,0.77
d_1,0.69,0.89,1.57,0.66,0.71,0.68,0.87,0.7,0.6,1.46,0.75,0.91,0.9,0.7,0.85,0.75
c_1,0.69,0.8,0.76,1.57,1.16,0.53,0.96,0.76,0.72,0.5,0.77,0.67,0.94,0.65,0.66,0.84
b_1,0.75,0.83,0.7,0.64,1.61,1.05,0.93,0.92,0.88,0.92,0.94,0.62,0.95,0.64,0.84,0.8
a_1,0.87,0.95,0.78,0.85,0.61,1.75,0.86,0.8,0.96,0.92,0.94,1.07,1.35,0.78,0.68,1.0
h_1,0.93,1.26,1.06,0.8,0.9,0.74,1.74,1.4,1.05,1.09,1.08,1.06,0.94,1.01,1.04,1.25
g_1,0.91,0.96,1.47,0.96,0.83,0.82,0.99,1.82,0.97,1.1,1.58,1.24,1.2,1.08,1.11,0.93
d_0,0.79,1.06,0.71,1.76,1.04,0.86,1.18,1.17,1.66,0.85,1.16,1.23,1.15,0.87,1.03,1.22
c_0,0.99,1.27,0.88,0.78,0.81,0.89,1.25,1.21,1.38,1.67,1.21,2.24,1.34,1.13,1.33,1.34
f_0,0.91,0.9,1.13,1.09,0.94,0.79,1.24,1.1,1.19,1.24,1.74,1.28,1.44,1.1,2.13,1.14
b_0,1.07,1.19,0.99,1.15,0.69,0.72,1.25,1.09,1.24,0.83,1.35,1.68,1.4,1.95,1.24,1.49
h_0,1.04,1.46,1.12,1.12,0.93,0.66,1.16,1.37,1.12,1.17,1.14,1.21,1.08,0.98,1.11,1.49
a_0,1.05,1.29,1.22,1.06,1.03,0.44,1.47,1.1,1.2,1.28,1.52,0.98,1.75,1.77,1.25,1.43
e_0,0.91,1.35,1.14,1.26,1.05,1.0,1.36,1.25,1.24,1.22,0.9,1.2,1.34,1.02,1.81,1.31
g_0,0.99,0.99,1.56,1.13,1.05,0.85,1.34,1.12,1.22,1.14,1.72,1.17,1.26,0.97,1.22,1.15
