,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.24,0.26,0.16,0.12,0.08,0.14,0.33,0.13,0.13,0.16,0.14,0.15,0.09,0.05,0.12
f_1,0.35,0.88,0.19,0.16,0.13,0.12,0.13,0.16,0.12,0.15,0.13,0.07,0.16,0.08,0.06,0.09
c_1,0.18,0.19,0.89,0.18,0.29,0.08,0.13,0.19,0.12,0.05,0.12,0.14,0.17,0.1,0.09,0.1
d_1,0.18,0.19,0.14,0.89,0.18,0.11,0.18,0.07,0.15,0.3,0.16,0.14,0.17,0.11,0.1,0.13
b_1,0.19,0.17,0.18,0.18,0.88,0.23,0.12,0.17,0.11,0.14,0.05,0.13,0.17,0.08,0.1,0.1
a_1,0.24,0.2,0.17,0.18,0.14,0.88,0.14,0.14,0.13,0.16,0.17,0.14,0.2,0.04,0.1,0.15
h_1,0.22,0.33,0.19,0.26,0.15,0.11,0.56,0.2,0.23,0.18,0.16,0.17,0.11,0.12,0.09,0.21
d_0,0.25,0.26,0.44,0.09,0.19,0.12,0.21,0.42,0.13,0.13,0.19,0.16,0.19,0.14,0.13,0.13
g_1,0.19,0.21,0.2,0.36,0.16,0.12,0.19,0.19,0.56,0.2,0.2,0.28,0.2,0.1,0.11,0.1
c_0,0.22,0.28,0.14,0.27,0.15,0.14,0.22,0.2,0.18,0.4,0.37,0.17,0.24,0.13,0.14,0.15
b_0,0.25,0.23,0.25,0.28,0.07,0.11,0.19,0.25,0.17,0.19,0.42,0.18,0.23,0.25,0.17,0.17
f_0,0.19,0.16,0.25,0.25,0.2,0.15,0.2,0.23,0.17,0.18,0.23,0.4,0.22,0.11,0.28,0.22
h_0,0.23,0.36,0.24,0.24,0.17,0.11,0.13,0.21,0.22,0.19,0.18,0.19,0.13,0.12,0.11,0.21
a_0,0.23,0.26,0.23,0.28,0.17,0.08,0.19,0.3,0.13,0.25,0.19,0.17,0.22,0.35,0.12,0.14
e_0,0.12,0.28,0.27,0.24,0.2,0.2,0.22,0.21,0.15,0.17,0.17,0.17,0.22,0.12,0.36,0.22
g_0,0.22,0.19,0.19,0.44,0.21,0.14,0.17,0.15,0.09,0.17,0.21,0.26,0.2,0.13,0.14,0.1
