,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,1.24,1.1,0.89,0.8,0.64,0.74,0.54,0.51,0.66,0.7,0.59,0.57,,0.61
f_1,1.22,1.0,0.77,1.11,1.15,0.98,0.55,0.72,0.65,0.59,0.74,,0.46,0.77,0.45,0.6
c_1,0.81,1.29,1.0,1.19,1.28,0.75,0.67,0.52,0.76,,0.55,0.68,0.62,0.65,0.54,0.53
d_1,0.91,0.9,0.84,1.0,0.98,0.88,0.69,,0.64,1.01,0.52,0.81,0.61,0.59,0.52,0.49
b_1,1.12,0.87,0.78,1.02,1.0,1.39,0.74,0.69,0.77,0.73,,0.59,0.68,0.56,0.78,0.65
a_1,1.26,1.02,1.34,1.14,0.72,1.0,0.76,0.91,0.75,0.6,1.02,0.71,0.88,,0.64,0.76
h_1,1.56,1.83,1.5,1.46,1.35,1.32,1.0,0.68,1.12,0.82,0.87,0.61,,0.98,0.75,1.22
d_0,1.35,1.39,1.93,,1.46,1.1,1.47,1.0,0.82,0.83,1.0,0.94,1.1,0.58,0.87,0.68
g_1,1.84,1.53,1.32,1.55,1.3,1.33,0.89,1.22,1.0,1.01,1.1,0.98,0.68,0.93,1.02,
c_0,1.95,1.68,,0.99,1.37,1.66,1.22,1.2,0.99,1.0,1.18,0.89,0.83,0.88,0.79,0.91
b_0,1.51,1.35,1.82,1.92,,0.98,1.15,1.0,0.91,0.85,1.0,1.29,0.79,1.18,1.0,0.76
f_0,1.43,,1.47,1.24,1.69,1.4,1.63,1.07,1.02,1.13,0.78,1.0,0.99,1.3,1.28,0.76
h_0,1.69,2.18,1.62,1.64,1.47,1.14,,0.91,1.47,1.2,1.27,1.01,,0.81,0.84,0.92
a_0,1.77,1.31,1.54,1.69,1.78,,1.02,1.71,1.08,1.13,0.85,0.77,1.24,1.0,,1.16
e_0,,2.21,1.86,1.91,1.28,1.56,1.34,1.15,0.98,1.27,1.0,0.78,1.2,,1.0,1.03
g_0,1.65,1.66,1.87,2.05,1.53,1.31,0.82,1.46,,1.09,1.31,1.32,1.08,0.86,0.97,
