,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.66,1.42,1.47,1.32,1.25,1.47,0.57,0.44,0.49,0.73,0.47,0.47,0.51,0.4,0.41,0.28
f_1,1.26,0.66,1.59,1.31,1.32,1.26,0.47,0.68,0.55,0.51,0.49,0.87,0.47,0.31,0.49,0.43
e_1,1.49,0.97,0.65,1.75,1.57,1.48,0.7,0.72,0.5,0.65,0.61,0.58,0.58,0.47,0.77,0.49
c_1,1.88,1.68,1.14,0.64,1.63,1.19,0.74,0.71,0.71,0.3,0.4,0.53,0.41,0.41,0.48,0.41
b_1,1.8,1.61,1.56,1.01,0.62,1.43,0.88,0.82,0.78,0.59,0.88,0.57,0.52,0.53,0.45,0.54
a_1,1.7,2.29,1.88,1.64,1.06,0.57,1.13,0.81,0.72,0.66,0.89,0.64,0.94,0.6,0.66,0.67
h_1,2.08,2.47,2.1,2.02,2.09,1.49,0.58,0.96,0.82,0.79,0.8,0.68,0.76,0.94,0.76,0.63
g_1,2.78,2.5,2.39,2.03,2.1,2.07,0.85,0.55,0.82,0.82,0.86,0.84,0.79,0.54,0.87,0.8
c_0,1.56,2.6,2.41,4.22,2.25,2.42,1.07,1.22,0.61,1.28,1.02,0.72,0.88,0.7,0.79,0.71
d_0,3.65,2.39,1.46,2.94,2.3,2.25,1.14,1.2,0.85,0.65,0.91,0.9,1.0,0.77,0.83,0.73
b_0,2.07,2.79,2.22,3.61,4.3,2.15,0.95,0.96,0.53,1.03,0.62,0.82,0.93,0.69,0.81,0.69
f_0,2.3,3.69,2.53,2.69,2.75,2.17,1.23,0.79,0.98,0.99,0.91,0.59,0.89,0.81,1.22,0.55
a_0,2.44,2.51,2.53,3.54,3.17,4.8,1.38,1.16,0.91,1.03,0.66,0.97,0.58,0.8,1.02,0.79
h_0,2.47,3.04,2.83,2.84,2.79,2.44,1.49,1.14,1.1,1.0,1.08,1.01,0.88,1.06,0.76,0.8
e_0,2.99,3.9,3.62,3.22,3.0,2.09,1.24,0.93,1.05,1.14,1.07,0.49,0.97,1.12,0.56,0.66
g_0,2.92,3.11,2.85,2.95,3.13,2.31,1.07,1.59,1.06,1.35,1.09,1.0,1.14,0.79,1.13,1.02
