,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.81,1.58,1.75,1.68,1.36,0.51,0.48,0.65,0.45,0.45,0.58,0.31,0.39,0.43,0.38
e_1,1.24,1.05,1.66,1.93,1.89,1.67,0.72,0.53,0.67,0.61,0.49,0.58,0.42,0.5,0.55,0.43
d_1,1.96,2.17,1.05,1.67,1.57,1.39,0.63,0.63,0.45,0.77,0.54,0.54,0.42,0.47,0.49,0.28
c_1,1.9,1.62,2.27,1.05,2.08,1.33,0.77,0.56,0.72,0.34,0.48,0.49,0.42,0.49,0.45,0.38
b_1,2.18,1.85,2.08,1.24,1.06,2.43,0.76,0.71,0.73,0.6,0.71,0.5,0.48,0.48,0.47,0.45
a_1,3.24,2.8,2.89,3.11,1.5,1.06,1.13,0.93,0.94,0.78,1.1,0.8,0.59,1.03,0.73,0.65
h_1,5.58,4.8,4.33,5.14,4.1,3.4,1.28,1.52,1.87,1.73,1.59,1.49,1.26,1.09,1.11,1.07
c_0,6.55,5.8,3.65,9.03,5.47,4.23,2.23,1.34,1.66,1.94,1.85,1.72,1.23,1.52,1.45,1.17
g_1,5.95,5.38,6.4,6.3,5.79,4.41,1.88,1.92,1.3,1.84,1.46,1.76,1.13,1.73,1.51,1.4
d_0,6.54,4.18,6.49,7.94,6.5,5.25,2.27,1.88,2.38,1.47,1.67,1.7,1.43,1.59,1.52,1.53
b_0,7.04,6.68,5.25,8.31,8.08,4.84,2.18,1.32,2.67,2.1,1.41,1.76,1.47,2.06,1.68,1.74
f_0,9.4,6.32,5.48,6.41,6.79,5.35,2.53,2.11,1.7,2.01,2.06,1.44,1.78,1.75,2.06,1.03
h_0,8.72,8.1,7.3,8.31,7.38,6.16,3.27,2.63,2.84,2.36,2.08,1.98,2.1,1.93,2.03,2.07
a_0,9.27,8.31,7.97,8.56,10.46,7.76,3.6,2.34,2.89,2.31,1.44,2.2,2.02,1.5,2.05,1.99
e_0,11.24,10.0,8.35,8.83,8.64,7.65,3.42,2.52,3.03,2.86,2.38,1.49,2.07,2.15,1.48,1.94
g_0,11.06,8.8,9.48,9.9,7.68,7.08,2.71,3.15,3.8,2.77,2.54,3.14,1.59,2.4,2.1,2.21
