,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,101.23,28.73,41.7,56.8,66.29,209.1,6193.36,8040.29,19898.51,14721.98,23156.91,37166.54,62843.4,85312.97,49646.6,115949.52
f_1,48.7,102.01,41.53,60.71,61.61,172.57,4258.98,8788.79,10227.57,14232.05,22958.47,16016.24,47782.13,84625.42,90210.77,134289.22
d_1,29.16,33.36,133.06,36.34,57.16,193.44,6229.29,8245.94,5475.98,20712.42,21579.1,25238.74,58666.5,68451.59,70901.68,103385.12
c_1,26.75,25.19,43.08,150.4,91.86,195.59,3938.86,7699.57,8857.58,5579.4,15719.13,25109.27,50271.22,51140.8,78924.47,128908.27
b_1,25.37,26.09,36.36,39.05,184.91,257.64,4716.69,8268.28,8745.32,11279.18,5335.64,22436.89,45945.17,61266.65,77133.76,93942.32
a_1,17.49,19.23,25.65,22.49,32.36,480.25,3457.91,5325.55,5875.36,8246.57,12280.3,22199.71,28332.82,,49394.76,64149.66
h_1,8.05,13.51,14.36,17.82,17.59,50.76,3405.59,3082.88,2475.51,3399.27,5698.78,7663.54,9795.76,18167.28,26914.64,52517.59
g_1,8.07,7.03,15.42,11.73,14.9,57.51,1167.87,4980.48,2267.74,3764.81,5570.98,10814.95,12619.68,16232.46,21742.63,22249.86
d_0,6.23,9.02,7.38,20.99,15.94,47.62,1591.31,1934.99,4607.75,2911.38,5033.54,8187.47,13737.39,19455.5,29736.69,36462.37
c_0,7.87,8.27,9.46,7.89,13.73,42.48,1776.54,2142.88,2936.39,5473.36,8824.19,9660.67,13432.39,19125.86,20008.41,30762.68
b_0,6.46,7.31,8.75,11.87,10.08,30.9,1216.53,1892.96,2388.04,2363.49,7944.03,5990.85,14575.6,27493.09,22520.54,33493.07
f_0,5.09,3.84,9.2,11.78,12.0,38.25,1170.21,1501.49,1919.28,2179.13,5125.94,10080.96,9203.19,12861.98,29895.17,22608.15
h_0,3.99,7.6,6.42,7.52,9.79,32.95,524.25,1629.06,1795.02,1931.77,2601.57,5390.6,5535.58,9071.79,11646.03,24484.65
a_0,3.93,4.87,6.37,9.29,8.3,,896.07,981.31,1412.24,1772.45,2272.67,3198.19,8784.31,21364.72,11593.43,20579.66
e_0,2.33,3.65,6.86,8.12,8.25,22.78,1017.52,1372.88,1180.59,2098.49,2519.94,3864.48,8041.36,8954.46,24856.78,16157.91
g_0,3.64,3.94,7.42,4.76,8.73,23.85,519.78,594.92,1101.71,1575.51,2083.46,3867.3,5661.5,8097.58,10257.16,10691.05
