,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.19,0.05,0.03,0.03,0.02,0.02,0.07,0.03,0.06,0.09,0.07,,0.08,0.03,0.05,0.07
e_1,0.03,2.22,0.03,0.03,0.03,0.02,0.05,0.05,0.05,0.13,0.05,0.06,0.06,0.05,,0.04
d_1,0.03,0.03,2.31,0.02,0.03,0.02,0.05,0.07,0.12,,0.04,0.06,0.08,0.07,0.05,0.07
c_1,0.03,0.03,0.03,2.4,0.05,0.02,0.07,0.04,,0.06,0.06,0.06,0.08,0.05,0.05,0.06
b_1,0.03,0.03,0.03,0.03,2.52,0.04,0.06,0.07,0.06,0.06,,0.06,0.05,0.05,0.04,0.06
a_1,0.03,0.02,0.03,0.04,0.02,3.06,0.06,0.04,0.07,0.07,0.05,0.06,,,,
h_1,0.15,0.12,0.1,0.1,0.08,0.11,2.67,0.22,0.22,0.27,0.18,0.18,,0.17,0.19,0.38
g_1,0.1,0.08,0.17,0.1,0.12,0.09,0.21,3.01,0.12,0.18,0.22,0.38,0.43,0.13,0.14,
c_0,0.17,0.19,0.15,,0.09,0.09,0.24,0.19,2.13,0.27,0.62,0.27,0.34,0.23,0.16,0.38
d_0,0.17,0.13,,0.25,0.14,0.13,0.2,0.28,0.25,1.93,0.38,0.25,0.56,0.23,0.24,0.34
b_0,0.15,0.12,0.13,0.11,,0.11,0.34,0.24,0.34,0.29,2.15,0.21,0.44,0.59,0.25,0.31
f_0,,0.14,0.13,0.13,0.17,0.13,0.34,0.22,0.4,0.31,0.32,2.41,0.34,,0.22,0.39
h_0,0.36,0.23,0.21,0.23,0.13,,,0.47,0.52,0.52,0.42,0.32,,0.36,0.65,0.54
a_0,0.15,0.16,0.14,0.18,0.15,,0.32,0.16,0.37,0.3,0.27,,0.45,2.43,0.27,
e_0,0.18,,0.12,0.13,0.13,,0.3,0.32,0.35,0.37,0.36,0.34,0.35,0.31,2.76,
g_0,0.15,0.25,0.44,0.17,0.26,,0.36,,0.47,0.3,0.27,0.62,0.51,,,
