,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.34,1.15,0.94,1.27,1.02,0.77,1.93,1.91,1.87,3.67,2.15,2.26,2.01,2.73,1.5,2.08
f_1,1.71,2.36,0.99,0.99,0.89,0.8,1.85,1.77,1.79,2.16,2.15,1.43,1.89,2.49,1.11,2.15
d_1,1.04,1.15,2.41,0.81,1.03,0.78,2.12,2.05,3.76,1.63,2.4,2.09,1.99,2.75,1.84,2.66
c_1,1.07,1.05,1.1,2.58,1.61,0.89,1.84,1.55,1.31,2.0,1.71,2.0,1.74,2.36,1.55,2.44
b_1,0.98,1.09,1.04,0.98,2.69,1.62,2.11,1.77,1.96,1.89,1.32,2.11,1.39,2.77,1.73,2.2
a_1,1.1,1.1,1.07,1.14,0.95,3.17,2.13,1.97,2.15,2.05,2.06,2.01,1.59,2.81,1.69,2.35
h_1,1.12,1.57,1.31,1.03,0.72,0.78,3.43,2.52,2.42,1.89,2.3,2.28,2.04,2.39,1.88,3.22
g_1,1.06,1.15,1.61,1.19,0.94,0.75,1.99,3.59,2.43,2.31,2.3,3.02,2.01,3.01,2.23,2.23
c_0,1.21,1.26,1.31,0.92,0.94,0.69,2.3,2.18,3.51,2.08,3.83,2.45,2.59,2.92,2.29,2.81
d_0,1.12,1.22,0.86,2.09,1.08,0.71,2.01,2.0,1.41,3.32,2.07,2.17,1.98,2.86,1.86,2.42
b_0,1.15,1.33,1.27,1.1,0.79,0.64,2.44,2.17,2.36,2.18,3.53,2.29,4.16,3.29,2.11,2.83
f_0,0.95,1.26,1.28,1.16,1.0,0.86,2.38,2.23,2.42,2.3,2.84,3.48,2.54,3.19,4.26,3.23
a_0,1.15,1.34,1.19,1.2,1.02,0.69,2.46,2.08,2.63,2.05,2.63,2.64,3.47,3.53,2.09,2.39
h_0,1.07,1.5,1.33,1.14,1.13,0.68,1.84,2.49,2.21,2.1,2.12,2.1,2.27,2.06,1.95,3.06
e_0,1.01,1.45,1.15,1.0,1.13,0.98,2.44,2.15,2.39,1.81,2.55,2.14,2.48,3.39,4.22,2.94
g_0,0.94,1.16,1.59,1.02,1.04,0.78,2.19,1.78,2.49,1.62,2.58,3.27,2.6,2.96,2.2,2.6
