,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.04,1.63,1.59,1.5,1.41,1.15,0.56,0.42,0.51,0.52,0.49,0.4,0.39,0.31,0.37,0.27
f_1,1.43,1.04,1.71,1.56,1.41,1.14,0.48,0.62,0.41,0.51,0.39,0.48,0.37,0.28,0.34,0.34
e_1,1.7,1.19,1.05,1.81,1.55,1.38,0.66,0.55,0.53,0.61,0.51,0.54,0.47,0.34,0.51,0.39
c_1,2.05,1.71,1.35,1.05,1.71,1.37,0.67,0.58,0.54,0.31,0.43,0.46,0.39,0.4,0.44,0.36
b_1,2.03,1.84,1.73,1.18,1.05,1.82,0.7,0.7,0.62,0.52,0.62,0.54,0.45,0.44,0.5,0.44
a_1,2.58,2.7,2.5,2.48,1.53,1.06,1.05,1.04,0.79,0.89,0.9,0.77,0.9,0.64,0.66,0.55
h_1,4.0,4.89,4.03,4.09,3.93,3.54,1.21,1.59,1.13,1.26,1.13,1.09,1.09,1.04,0.98,0.94
g_1,5.11,5.05,4.97,5.46,4.39,3.48,1.64,1.25,1.46,1.56,1.43,1.44,1.26,0.92,1.22,1.25
c_0,3.67,5.92,4.84,6.22,5.38,4.35,2.1,1.73,1.33,2.07,1.82,1.44,1.52,1.13,1.37,1.11
d_0,6.78,5.31,3.55,6.35,5.38,4.45,2.3,2.12,1.59,1.35,1.48,1.63,1.43,1.23,1.46,1.26
b_0,4.81,6.7,5.17,6.69,6.91,4.22,2.34,2.04,1.22,1.84,1.37,1.68,1.98,1.47,1.45,1.3
f_0,5.89,7.63,5.3,5.73,5.5,4.64,2.3,1.65,1.73,1.76,1.64,1.37,1.43,1.4,1.63,1.0
a_0,7.39,7.64,6.83,7.99,8.24,6.29,2.94,2.76,1.89,2.14,1.37,1.95,1.44,1.57,1.59,1.47
h_0,7.65,7.8,7.42,6.55,6.45,5.19,3.2,2.99,2.31,2.2,1.99,2.03,1.83,1.83,1.84,1.72
e_0,6.99,11.05,8.04,7.56,7.21,5.56,2.75,2.62,2.13,2.32,2.03,1.41,1.91,1.69,1.44,1.42
g_0,8.35,8.83,7.48,7.59,7.17,7.11,2.68,3.42,2.43,2.2,2.15,2.25,2.15,1.56,2.03,1.74
