,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.21,1.07,0.83,0.68,0.43,0.48,0.35,0.33,0.42,0.43,0.34,0.33,,0.34
f_1,1.23,1.0,0.76,1.09,1.09,0.85,0.37,0.47,0.43,0.38,0.47,,0.27,0.45,0.26,0.34
c_1,0.83,1.31,1.0,1.19,1.22,0.66,0.46,0.35,0.5,,0.36,0.43,0.37,0.38,0.31,0.31
d_1,0.93,0.92,0.84,1.0,0.94,0.78,0.48,,0.43,0.67,0.34,0.51,0.36,0.35,0.31,0.28
b_1,1.2,0.92,0.82,1.06,1.0,1.27,0.54,0.48,0.53,0.5,,0.39,0.42,0.35,0.47,0.39
a_1,1.47,1.18,1.52,1.29,0.79,1.0,0.6,0.69,0.57,0.45,0.76,0.51,0.6,,0.43,0.5
h_1,2.31,2.68,2.16,2.09,1.87,1.67,1.0,0.66,1.07,0.77,0.81,0.55,,0.83,0.63,1.01
d_0,2.06,2.11,2.88,,2.08,1.45,1.52,1.0,0.81,0.82,0.96,0.88,0.98,0.52,0.76,0.59
g_1,2.86,2.35,2.0,2.34,1.89,1.76,0.94,1.23,1.0,1.0,1.08,0.93,0.62,0.83,0.9,
c_0,3.05,2.61,,1.5,2.01,2.22,1.29,1.23,1.0,1.0,1.17,0.85,0.76,0.8,0.7,0.8
b_0,2.38,2.12,2.8,2.94,,1.32,1.23,1.04,0.93,0.85,1.0,1.24,0.73,1.07,0.9,0.67
f_0,2.34,,2.35,1.97,2.59,1.96,1.81,1.14,1.08,1.18,0.81,1.0,0.95,1.23,1.19,0.69
h_0,2.9,3.7,2.71,2.74,2.36,1.67,,1.02,1.62,1.31,1.38,1.06,,0.8,0.82,0.89
a_0,3.07,2.24,2.61,2.85,2.89,,1.2,1.94,1.21,1.26,0.93,0.82,1.26,1.0,,1.13
e_0,,3.83,3.18,3.25,2.11,2.34,1.59,1.31,1.11,1.42,1.11,0.84,1.22,,1.0,1.01
g_0,2.95,2.95,3.26,3.57,2.56,2.01,0.99,1.71,,1.25,1.49,1.44,1.13,0.88,0.99,
