,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.53,1.49,0.88,1.04,0.84,0.74,1.1,1.04,1.28,1.0,1.07,0.91,1.06,0.92,0.68,1.09
e_1,1.0,1.54,0.85,1.31,0.97,0.74,1.19,1.09,1.71,0.99,1.19,1.18,1.28,1.09,0.92,1.14
d_1,1.19,1.03,1.57,0.8,0.87,0.87,1.11,1.05,1.07,1.77,1.33,1.16,1.33,1.05,1.09,1.15
c_1,0.95,0.87,1.07,1.57,1.59,0.85,1.22,1.09,1.03,0.88,0.81,1.03,1.21,0.95,0.97,1.17
b_1,1.19,0.93,1.15,0.84,1.62,1.38,1.22,1.18,1.03,1.26,0.94,1.06,1.48,1.07,1.07,1.24
a_1,1.27,1.18,1.14,1.17,0.94,1.78,1.32,1.31,1.36,1.29,1.3,1.04,1.48,1.04,0.96,1.33
h_1,1.63,1.36,1.3,1.17,1.1,0.87,1.88,1.5,1.46,1.14,1.32,1.22,1.43,1.21,1.28,1.74
g_1,1.22,1.1,1.74,1.24,1.24,1.03,1.29,1.93,1.31,1.44,1.39,1.88,1.57,1.3,1.62,1.3
d_0,1.25,1.2,1.03,1.93,1.42,0.98,1.5,1.51,1.82,1.12,1.24,1.35,1.63,1.24,1.41,1.37
c_0,1.5,1.39,1.24,1.23,1.04,1.05,1.66,1.5,1.67,1.88,2.34,1.38,1.91,1.69,1.54,1.58
b_0,1.38,1.31,1.33,1.44,1.19,0.92,1.75,1.49,1.66,1.29,1.96,1.48,1.9,2.17,1.47,1.62
f_0,1.24,1.17,1.48,1.24,1.31,1.27,1.74,1.33,1.63,1.68,1.5,1.97,1.95,1.5,2.57,1.56
h_0,1.6,1.35,1.49,1.47,1.19,1.06,1.54,1.8,1.58,1.32,1.39,1.47,1.48,1.44,1.48,1.88
a_0,1.44,1.32,1.59,1.32,1.34,1.04,1.73,1.68,1.63,1.46,1.39,1.6,1.8,1.93,1.54,1.54
e_0,1.68,1.23,1.48,1.45,1.24,1.24,1.7,1.34,1.59,1.28,1.54,1.28,1.87,1.48,1.97,1.6
g_0,1.42,1.42,1.83,1.33,1.16,1.06,1.57,1.69,1.54,1.67,1.5,2.02,1.62,1.32,1.67,1.34
