,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,114.11,18.81,13.99,18.77,23.85,65.86,1695.65,3557.76,3264.43,4439.26,5896.08,,12955.29,21268.16,22790.91,39312.81
e_1,13.02,117.24,10.82,22.13,18.68,59.66,1718.51,4308.05,2642.72,6656.28,6195.89,8593.32,16439.19,12952.87,,34619.2
d_1,12.65,13.78,123.6,15.69,17.7,47.1,1675.21,6356.17,2586.22,,7349.51,9991.07,16674.2,15266.87,23358.79,30998.4
c_1,9.41,10.43,11.4,167.44,38.23,45.47,1530.6,,2771.91,2633.67,5857.51,7813.4,14715.0,15846.03,15795.79,37315.65
b_1,11.63,10.16,14.54,9.7,175.87,79.93,1520.51,3006.52,3083.28,3654.64,,6235.77,18372.02,16737.27,21514.12,26277.66
a_1,6.98,8.18,9.75,12.32,8.89,406.13,1068.53,2495.53,1783.63,2819.42,3143.98,7087.77,12081.54,,,19872.08
h_1,7.7,6.87,6.3,10.53,8.35,33.48,2810.1,1714.8,2357.94,1601.65,3230.32,4024.64,,9165.51,13660.15,17395.7
c_0,5.63,5.06,5.63,,9.39,23.27,714.47,4247.13,1400.51,1989.83,4466.56,4123.04,8152.34,8621.68,13000.8,10984.15
g_1,4.93,5.49,9.75,8.49,8.95,22.59,438.93,1666.11,5390.01,958.44,1916.47,4384.08,3681.16,7088.73,,
d_0,6.3,5.2,,14.75,8.38,26.5,846.46,1268.52,1532.45,4677.65,3166.89,3674.98,6324.39,6556.93,8405.03,11082.71
b_0,4.16,5.21,4.63,8.2,,18.93,619.27,1225.87,1409.31,1465.31,6352.16,3501.88,8237.64,13562.93,7955.86,9669.99
f_0,,3.55,4.85,6.28,7.87,15.64,500.09,1332.96,1055.25,1616.08,2421.6,8693.93,5526.36,7892.07,13783.44,7873.87
h_0,6.79,4.75,5.24,7.92,5.45,15.48,,1351.57,2138.96,1870.46,1433.37,2954.32,,5146.58,,12501.34
a_0,2.75,3.37,3.67,5.79,5.11,,430.72,1102.09,1049.43,1237.42,1159.78,1783.11,5981.62,14907.51,,9263.54
e_0,2.86,,3.15,7.06,5.93,,350.29,993.21,,1281.93,1722.43,1572.38,,,19692.83,
g_0,2.33,3.92,4.18,4.4,7.37,16.49,460.94,1264.31,,1436.92,2120.69,4502.46,4297.16,3946.46,,
