,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,1.43,2.2,2.11,1.91,1.88,1.02,1.01,0.83,0.92,0.66,0.76,0.63,0.67,0.71,1.29
f_1,2.24,0.66,1.77,1.92,2.08,2.31,0.76,0.75,0.78,0.88,0.75,1.35,0.44,0.93,0.81,0.75
d_1,2.08,2.3,0.65,2.58,1.76,1.7,0.92,1.8,0.89,0.66,0.82,0.72,0.6,0.77,0.37,0.59
c_1,1.99,2.38,2.04,0.65,2.66,1.88,1.03,0.51,0.99,0.94,0.71,0.75,0.65,0.72,0.65,0.67
b_1,2.4,2.42,2.74,1.33,0.63,2.38,1.03,0.85,0.94,1.1,1.22,0.72,0.78,0.77,0.62,0.7
a_1,3.07,2.57,2.92,2.62,1.61,0.58,1.19,0.91,0.88,1.55,1.46,0.91,0.77,1.82,0.81,0.71
h_1,2.67,2.95,2.34,2.87,2.66,2.28,0.6,1.08,0.91,1.32,1.05,0.79,1.23,0.87,0.86,0.92
d_0,1.6,3.28,4.76,3.12,3.15,2.85,1.2,0.67,1.02,1.3,1.13,0.98,0.97,0.86,0.81,1.28
c_0,2.92,2.61,1.78,9.01,2.64,2.67,1.43,1.34,0.66,1.46,1.21,1.06,0.71,1.11,0.81,0.94
g_1,2.79,2.67,3.71,2.87,3.02,2.58,0.97,0.97,0.9,0.57,0.94,1.18,0.67,0.76,1.14,0.91
b_0,2.96,2.85,2.42,4.33,6.46,2.26,1.2,0.98,0.66,1.26,0.65,1.09,1.15,1.2,0.83,1.09
f_0,3.2,5.65,2.91,3.09,3.62,2.75,1.75,1.13,1.1,0.92,1.1,0.63,0.94,1.18,0.69,1.26
h_0,3.22,3.97,3.82,3.08,3.49,3.19,2.66,1.26,1.35,2.0,0.98,1.06,1.57,1.0,1.18,1.04
a_0,4.0,3.14,3.45,4.5,3.49,4.64,1.63,1.55,1.09,1.69,0.77,1.24,0.98,0.58,0.97,0.96
g_0,3.37,3.23,4.28,3.72,3.65,3.28,1.39,1.79,1.36,2.57,1.43,1.4,0.85,1.03,1.98,1.08
e_0,7.76,3.79,3.82,3.09,4.0,3.59,1.65,1.17,1.37,1.38,1.39,0.73,1.43,1.1,1.27,0.6
