,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.88,1.16,1.0,0.89,0.79,0.72,0.88,0.57,0.72,0.66,0.61,0.55,0.55,0.66
f_1,1.24,1.0,0.9,1.03,0.89,0.73,0.6,0.69,0.62,0.61,0.58,0.61,0.51,0.54,0.46,0.51
d_1,1.13,1.1,1.0,0.88,0.95,0.83,0.71,0.59,0.64,0.83,0.59,0.67,0.6,0.63,0.52,0.43
c_1,0.85,0.96,1.12,1.0,1.38,0.9,0.7,0.63,0.51,0.59,0.59,0.5,0.62,0.56,0.59,0.6
b_1,0.97,1.16,1.04,0.76,1.0,1.29,0.75,0.67,0.67,0.72,0.66,0.61,0.63,0.51,0.66,0.62
a_1,1.14,1.34,1.21,1.1,0.78,1.0,0.86,0.93,0.76,0.77,0.71,0.95,0.78,0.88,0.73,0.6
h_1,1.3,1.64,1.45,1.45,1.29,1.14,1.0,1.0,0.94,0.81,0.8,0.93,0.88,0.77,0.79,0.99
g_1,1.41,1.45,1.66,1.55,1.49,1.05,0.97,1.0,0.91,0.96,1.15,0.83,0.69,0.81,0.82,0.83
d_0,1.14,1.53,1.56,2.03,1.49,1.38,1.11,1.07,1.0,0.81,0.97,0.88,0.92,0.85,0.87,0.99
c_0,1.78,1.59,1.26,1.55,1.42,1.26,1.24,1.06,1.22,1.0,1.1,1.32,0.94,1.02,0.82,0.93
f_0,1.36,1.83,1.59,1.72,1.61,1.37,1.22,0.87,1.05,0.9,1.0,0.96,1.02,0.84,1.39,0.81
b_0,1.5,1.66,1.47,2.03,1.59,1.07,1.08,1.29,1.11,0.73,1.07,1.0,0.96,1.31,0.9,0.9
h_0,1.68,1.95,1.69,1.57,1.54,1.27,1.11,1.44,1.11,1.07,0.99,1.02,1.0,1.03,0.81,1.06
a_0,1.79,1.86,1.55,1.77,2.03,1.12,1.35,1.27,1.13,1.02,1.18,0.76,0.92,1.0,0.99,1.18
e_0,1.84,2.05,1.89,1.73,1.57,1.37,1.27,1.15,1.27,1.16,0.8,1.18,1.28,0.97,1.0,0.9
g_0,1.49,1.97,2.27,1.7,1.65,1.74,0.99,1.18,1.01,1.13,1.29,1.13,0.94,0.82,1.09,1.0
