,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,0.96,1.62,2.16,1.84,1.63,0.5,0.68,0.37,0.35,0.31,0.33,0.25,0.34,1.29,0.24
f_1,1.76,0.17,1.64,1.69,1.43,1.53,0.3,0.58,0.36,0.3,0.35,1.22,0.16,0.29,0.35,0.28
d_1,1.83,1.64,0.16,1.94,1.75,1.79,0.45,0.26,1.61,0.31,0.35,0.29,0.22,0.33,0.31,0.17
c_1,1.29,1.63,2.41,0.15,1.54,1.63,0.53,0.53,0.18,1.01,0.36,0.32,0.26,0.47,0.42,0.27
b_1,1.78,1.96,1.57,0.84,0.14,2.21,0.52,0.49,0.37,0.57,1.36,0.35,0.24,0.36,0.34,0.2
a_1,1.78,1.73,1.74,1.75,1.06,0.09,0.61,0.55,0.31,0.41,0.4,0.33,0.32,1.41,0.34,0.35
h_1,1.05,1.04,0.99,0.85,0.71,0.82,0.06,0.26,0.26,0.19,0.18,0.19,0.41,0.16,0.15,0.16
g_1,1.02,1.05,0.92,1.04,0.85,0.96,0.2,0.06,0.24,0.18,0.21,0.2,0.11,0.18,0.12,0.35
d_0,0.48,1.16,2.76,0.95,1.17,0.82,0.3,0.3,0.08,0.21,0.18,0.19,0.13,0.34,0.15,0.14
c_0,0.88,0.99,0.47,3.86,1.13,0.91,0.3,0.28,0.26,0.07,0.18,0.23,0.12,0.17,0.19,0.13
b_0,0.81,0.91,0.67,1.02,5.43,0.93,0.34,0.27,0.17,0.1,0.06,0.16,0.16,0.16,0.18,0.16
f_0,0.81,2.81,0.95,0.95,0.83,0.8,0.26,0.15,0.16,0.19,0.17,0.07,0.13,0.18,0.15,0.09
h_0,0.86,0.83,0.81,1.06,1.09,0.78,0.84,0.31,0.19,0.18,0.2,0.21,0.35,0.23,0.15,0.13
a_0,0.87,0.92,0.8,0.79,1.77,2.32,0.27,0.33,0.23,0.13,0.08,0.18,0.13,0.04,0.15,0.16
e_0,2.13,1.24,0.92,0.85,0.68,1.27,0.24,0.25,0.19,0.18,0.21,0.08,0.16,0.17,0.04,0.09
g_0,0.97,0.89,1.12,0.89,1.03,0.75,0.18,0.54,0.28,0.19,0.2,0.16,0.09,0.17,0.14,0.26
