,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,1.68,1.38,1.71,1.89,1.82,0.33,0.54,0.3,0.32,0.29,1.08,0.16,0.27,0.39,0.25
d_1,1.53,0.17,2.24,1.99,1.71,1.37,0.45,0.29,0.3,1.96,0.37,0.31,0.26,0.4,0.28,0.13
e_1,0.9,1.89,0.17,1.93,1.72,1.69,0.52,0.51,0.39,0.32,0.3,0.42,0.3,0.3,1.72,0.46
c_1,1.54,1.88,1.64,0.15,1.93,1.59,0.39,0.51,1.35,0.17,0.37,0.29,0.26,0.37,0.28,0.27
b_1,1.86,1.81,1.78,0.81,0.13,2.03,0.6,0.44,0.47,0.39,1.11,0.41,0.2,0.39,0.35,0.22
a_1,1.99,1.66,2.06,1.62,0.8,0.09,0.74,0.61,0.31,0.35,0.38,0.37,0.28,3.03,0.37,0.37
h_1,1.02,0.89,0.93,1.06,0.85,1.02,0.06,0.26,0.2,0.19,0.17,0.15,0.33,0.18,0.15,0.11
g_1,1.1,0.92,0.92,1.03,1.15,0.81,0.2,0.06,0.2,0.25,0.17,0.15,0.11,0.26,0.17,0.34
c_0,0.98,0.46,0.91,3.54,1.03,0.93,0.3,0.35,0.07,0.3,0.23,0.18,0.17,0.23,0.22,0.13
d_0,0.99,2.97,0.45,0.92,0.74,1.07,0.33,0.45,0.25,0.07,0.21,0.22,0.13,0.17,0.17,0.18
b_0,1.17,0.65,0.64,1.1,3.73,0.86,0.28,0.29,0.11,0.21,0.06,0.15,0.14,0.19,0.17,0.13
f_0,3.48,0.9,0.96,0.79,0.85,0.82,0.24,0.17,0.17,0.18,0.18,0.06,0.15,0.18,0.15,0.08
h_0,0.97,0.89,0.87,1.0,0.89,0.71,0.61,0.32,0.16,0.2,0.19,0.16,0.24,0.17,0.21,0.13
a_0,1.16,0.78,0.92,1.07,0.84,,0.31,0.24,0.15,0.23,0.1,0.16,0.14,0.05,0.22,0.14
e_0,1.05,0.8,2.12,0.82,1.0,0.88,0.23,0.31,0.19,0.16,0.19,0.08,0.14,0.15,0.04,0.14
g_0,1.22,0.92,0.76,0.74,0.86,1.11,0.2,0.62,0.19,0.25,0.19,0.18,0.1,0.17,0.19,0.28
