,c_1,f_1,d_1,e_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
c_1,0.01,0.07,0.08,0.09,0.11,0.09,0.2,0.21,0.1,,0.28,0.26,0.29,0.33,0.24,0.23
f_1,0.08,0.01,0.1,0.08,0.07,0.14,0.11,0.26,0.17,0.18,,0.2,0.2,0.28,0.26,0.34
d_1,0.08,0.05,0.01,0.08,0.1,0.14,0.15,0.12,,0.19,0.17,0.2,0.29,0.33,0.29,0.18
e_1,0.06,0.05,0.08,0.01,0.08,0.12,0.15,0.15,0.16,0.18,0.2,0.19,0.23,,,0.22
b_1,0.03,0.06,0.05,0.05,0.01,0.1,0.15,0.14,0.15,0.14,0.12,,0.13,0.19,0.29,0.18
a_1,0.02,0.02,0.02,0.01,0.01,,0.02,0.03,0.03,0.04,0.03,0.05,0.04,,,0.05
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
