,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.91,0.37,0.3,0.24,0.21,0.18,0.31,0.21,0.5,0.18,0.35,0.25,0.23,0.31,0.19,0.28
f_1,0.31,0.91,0.49,0.26,0.25,0.14,0.29,0.22,0.27,0.31,0.25,0.15,0.22,0.27,0.1,0.23
e_1,0.31,0.36,0.9,0.38,0.26,0.16,0.27,0.21,0.27,0.5,0.28,0.21,0.2,0.26,0.11,0.21
c_1,0.34,0.31,0.25,0.9,0.44,0.22,0.28,0.24,0.13,0.26,0.16,0.23,0.17,0.26,0.17,0.23
b_1,0.33,0.31,0.29,0.31,0.89,0.38,0.26,0.23,0.25,0.27,0.16,0.21,0.15,0.24,0.17,0.22
a_1,0.33,0.34,0.28,0.33,0.29,0.89,0.34,0.26,0.26,0.29,0.24,0.27,0.11,0.28,0.21,0.25
h_1,0.43,0.5,0.31,0.29,0.21,0.17,0.63,0.32,0.32,0.28,0.32,0.26,0.21,0.24,0.22,0.32
g_1,0.56,0.32,0.28,0.27,0.23,0.18,0.31,0.62,0.28,0.26,0.31,0.41,0.24,0.34,0.26,0.2
c_0,0.45,0.39,0.39,0.25,0.23,0.18,0.3,0.29,0.51,0.29,0.55,0.29,0.28,0.28,0.22,0.25
d_0,0.28,0.34,0.34,0.62,0.29,0.21,0.29,0.25,0.18,0.47,0.24,0.23,0.21,0.29,0.17,0.2
b_0,0.42,0.43,0.32,0.4,0.19,0.15,0.33,0.27,0.32,0.31,0.49,0.25,0.41,0.34,0.19,0.26
f_0,0.47,0.27,0.26,0.35,0.31,0.2,0.36,0.31,0.36,0.28,0.3,0.5,0.24,0.3,0.45,0.31
a_0,0.42,0.4,0.33,0.38,0.27,0.15,0.33,0.27,0.3,0.28,0.31,0.25,0.44,0.37,0.18,0.25
h_0,0.42,0.51,0.35,0.32,0.25,0.18,0.23,0.34,0.29,0.3,0.27,0.24,0.22,0.21,0.17,0.29
e_0,0.43,0.37,0.24,0.36,0.35,0.21,0.34,0.28,0.33,0.27,0.28,0.26,0.23,0.36,0.46,0.26
g_0,0.63,0.33,0.29,0.33,0.25,0.16,0.33,0.21,0.36,0.26,0.31,0.36,0.19,0.31,0.23,0.19
