,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,103.63,58.19,61.96,85.83,101.34,360.89,10368.59,23398.41,22568.5,26039.85,36012.83,40556.16,95509.79,124271.9,162103.44,119940.31
f_1,79.34,122.99,62.03,64.68,79.18,233.79,7149.73,15169.32,16883.46,21352.77,31193.99,22081.96,79762.65,89399.06,141880.06,85633.72
d_1,47.19,65.1,132.26,58.87,84.01,273.29,9351.31,11409.97,15678.49,34210.63,39812.19,35772.52,91173.32,96927.65,131094.6,132439.43
c_1,41.07,59.69,65.2,136.81,135.76,277.02,8939.33,11749.31,17327.48,12544.37,25363.62,28036.89,87077.6,83617.5,135674.96,139704.11
b_1,38.74,52.51,61.58,50.96,173.58,439.74,7847.88,12147.65,15809.73,19801.91,19235.32,33507.95,71992.77,67962.52,114373.57,137270.57
a_1,25.25,39.55,42.89,45.79,46.43,464.32,5360.11,8800.93,11497.27,14867.54,24257.59,23192.83,55532.98,49039.78,81240.04,82580.95
h_1,11.4,20.92,17.82,16.18,20.73,70.73,3686.47,4102.16,6144.53,5793.81,7195.1,8595.33,18760.77,25992.48,58240.8,39295.5
d_0,9.96,13.1,10.59,26.82,22.16,70.51,1924.61,4573.06,4265.44,3794.07,7652.67,7937.43,23090.19,20292.08,33572.69,30536.64
g_1,8.43,10.95,19.4,14.38,18.02,47.64,1632.4,2554.37,6793.13,4288.86,6790.76,10231.3,16897.21,20687.11,24410.93,32524.49
c_0,9.42,13.14,11.44,14.27,16.64,58.42,1772.18,3412.89,4091.07,6322.65,11536.2,7286.36,20440.13,23899.77,32118.45,29963.73
b_0,9.51,11.85,10.78,13.78,13.01,31.81,1942.27,2463.69,3707.5,3303.63,8874.87,6934.5,18569.98,32313.39,23937.13,21091.2
f_0,6.9,8.18,12.79,13.67,15.96,51.05,1672.09,2578.35,3193.58,3633.99,5531.72,9040.51,16879.75,17092.37,26392.97,47526.29
h_0,6.68,10.35,8.11,10.1,13.76,30.65,1001.98,1813.14,3290.57,2683.43,4537.96,4467.68,9697.72,12983.53,22348.45,19902.17
a_0,5.51,8.54,9.32,8.84,10.95,21.14,1232.95,1951.58,2480.56,2612.89,3520.5,4608.58,13811.37,20472.59,23648.22,17705.15
g_0,4.89,6.26,10.95,7.99,10.91,33.16,795.79,1399.09,1804.65,2667.01,3994.34,5232.79,9775.88,9368.4,15710.26,18365.03
e_0,3.98,9.12,8.76,7.86,9.14,29.74,1032.44,1600.13,2237.14,2543.42,4343.51,3285.98,10912.07,11826.22,17300.34,25885.89
