,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.32,1.09,1.31,1.55,3.39,16.98,32.69,33.03,33.73,39.8,42.47,73.36,101.51,128.38,107.92
e_1,0.75,1.0,1.07,1.44,1.65,3.48,19.88,42.86,32.81,31.39,40.69,54.2,85.15,90.99,134.99,139.06
d_1,0.92,0.94,1.0,1.0,1.38,2.93,16.03,29.72,23.54,39.29,33.01,39.08,67.8,82.16,84.66,111.53
c_1,0.76,0.69,1.02,1.0,1.65,2.7,14.6,16.1,26.33,23.06,25.02,36.9,64.95,76.53,82.12,89.24
b_1,0.66,0.61,0.72,0.6,1.0,3.74,14.03,18.01,20.6,23.81,25.16,27.53,48.29,51.62,75.89,77.98
a_1,0.3,0.28,0.33,0.36,0.27,1.0,7.19,7.79,10.3,8.82,13.58,11.73,25.36,29.83,30.21,32.43
h_1,0.06,0.05,0.06,0.07,0.07,0.14,1.0,1.26,1.91,1.67,2.03,2.14,4.1,4.31,6.44,6.19
d_0,0.03,0.02,0.03,0.06,0.06,0.13,0.76,1.0,1.05,0.92,1.38,1.51,2.6,2.88,4.36,4.3
g_1,0.03,0.03,0.04,0.04,0.05,0.1,0.52,0.92,1.0,1.13,1.32,1.72,2.37,3.06,3.66,3.7
c_0,0.03,0.03,0.03,0.04,0.04,0.12,0.62,0.97,0.91,1.0,1.69,1.4,2.56,3.26,3.41,3.93
b_0,0.03,0.03,0.03,0.04,0.04,0.08,0.51,0.79,0.77,0.65,1.0,1.05,2.17,3.42,2.81,3.15
f_0,0.02,0.02,0.03,0.03,0.03,0.08,0.47,0.65,0.58,0.69,0.95,1.0,1.93,2.5,2.06,3.73
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.25,0.36,0.43,0.4,0.45,0.51,1.0,1.23,1.54,1.3
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.24,0.35,0.34,0.3,0.31,0.47,0.78,1.0,1.28,1.3
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.16,0.24,0.28,0.29,0.34,0.49,0.61,0.78,1.0,1.04
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.16,0.24,0.28,0.26,0.34,0.27,0.76,0.78,0.92,1.0
