,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.46,0.8,0.67,0.78,0.67,0.42,0.36,0.36,0.27,0.32,0.37,0.28,0.3,0.36,0.31
f_1,0.73,0.4,0.65,0.64,0.61,0.54,0.27,0.33,0.42,0.29,0.32,0.32,0.19,0.28,0.25,0.26
c_1,0.53,0.68,0.39,0.84,0.79,0.61,0.33,0.2,0.37,0.32,0.25,0.29,0.27,0.29,0.27,0.27
d_1,0.73,0.67,0.65,0.39,0.69,0.66,0.35,0.47,0.25,0.33,0.29,0.31,0.23,0.29,0.3,0.19
b_1,0.68,0.78,0.42,0.7,0.36,0.88,0.38,0.29,0.4,0.43,0.4,0.31,0.33,0.28,0.33,0.28
a_1,0.72,0.86,0.71,0.7,0.37,0.31,0.41,0.34,0.42,0.31,0.44,0.32,0.31,0.48,0.34,0.27
h_1,0.65,0.7,0.65,0.62,0.59,0.52,0.23,0.25,0.32,0.25,0.28,0.25,0.27,0.27,0.25,0.28
d_0,0.43,0.59,0.73,0.73,0.7,0.69,0.38,0.23,0.41,0.27,0.29,0.31,0.28,0.24,0.34,0.3
g_1,0.62,0.61,0.66,0.66,0.64,0.64,0.29,0.29,0.21,0.26,0.29,0.28,0.2,0.26,0.27,0.27
c_0,0.68,0.61,0.98,0.42,0.6,0.61,0.42,0.42,0.33,0.23,0.32,0.27,0.24,0.28,0.27,0.24
b_0,0.56,0.6,0.89,0.55,0.84,0.52,0.35,0.33,0.33,0.19,0.22,0.27,0.24,0.36,0.29,0.25
f_0,0.57,0.83,0.64,0.58,0.65,0.62,0.4,0.29,0.25,0.3,0.28,0.21,0.24,0.3,0.32,0.17
h_0,0.62,0.72,0.64,0.61,0.54,0.55,0.35,0.29,0.39,0.28,0.28,0.28,0.27,0.27,0.24,0.21
a_0,0.59,0.63,0.7,0.55,0.75,0.67,0.35,0.35,0.34,0.25,0.17,0.26,0.23,0.2,0.28,0.24
e_0,0.72,0.91,0.67,0.61,0.59,0.53,0.32,0.29,0.3,0.28,0.25,0.17,0.25,0.24,0.19,0.21
g_0,0.65,0.63,0.6,0.69,0.6,0.61,0.26,0.3,0.35,0.28,0.27,0.3,0.2,0.27,0.27,0.25
