,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,8887.3,9226.24,7215.73,8497.84,13207.45,72237.14,7716928.01,14990657.57,21666329.62,37135148.02,57361633.47,41809543.44,114130813.93,176156113.56,422944411.48,329801248.54
e_1,4594.15,12242.86,8837.42,7869.74,17630.67,79612.89,8013944.43,14793523.2,33006137.62,37983784.16,58408429.94,54326998.7,130744669.8,179952084.99,469220528.38,330675048.22
c_1,4305.4,4972.52,16250.67,7509.0,30061.85,84261.48,8250057.69,15255448.95,18346878.57,24197038.93,39093088.36,60401893.8,115284652.92,165321529.97,448076614.05,424788668.13
d_1,4649.84,5756.77,5507.42,20856.95,14727.81,80043.37,8501173.65,18119735.14,14560217.11,68494705.85,77300097.77,69680458.01,136533143.55,194186683.26,512393440.16,494893032.99
b_1,4753.36,4762.75,7749.71,7930.87,46566.66,148513.06,8395236.51,15037808.67,18608087.94,33759286.3,42578440.43,57797567.69,124905790.44,128505354.31,481225993.33,370735462.57
a_1,4986.65,5273.98,7223.82,8117.11,16752.68,316464.53,8559970.21,15011236.45,20040676.78,35587218.73,55033949.82,53454802.2,136932268.53,135763764.05,494127009.88,324943972.23
h_1,5951.38,5792.23,6615.65,10355.28,15675.19,78583.79,14936833.74,17968177.88,19588362.26,38008602.66,69431196.69,53912747.46,116461812.51,181533320.65,605279483.36,426064965.11
g_1,4144.07,5574.82,6912.01,13251.75,16070.95,82159.41,8965136.9,32776970.22,20357653.11,43401183.65,73339191.27,92503465.49,144078395.47,223892850.4,463746640.31,594281192.7
d_0,4336.52,5289.72,12718.54,6950.38,20661.83,67671.4,8670231.08,18498561.55,30282419.91,27752936.14,55783322.78,69604772.26,130025268.76,190858777.34,451545638.57,512926816.35
c_0,4768.85,6205.05,6781.24,10726.01,12643.78,89179.36,8274330.12,18039265.08,23069272.82,62622978.51,121359896.52,72798541.96,161672808.49,273517320.53,615207816.42,597243553.29
b_0,4992.73,6265.63,7272.71,11414.53,11232.22,84253.26,9072089.41,18968366.29,19820104.62,45547320.92,107998749.82,68613351.57,144354584.09,387633154.99,590888588.2,586709610.1
f_0,4299.45,4705.83,7615.86,11132.89,17355.47,73401.47,9381634.65,20158688.87,22538347.71,49817382.26,78322495.3,117603161.84,166389478.54,233339406.43,578307855.9,1054036424.82
h_0,5512.44,5722.78,7711.61,10433.46,17556.4,75215.99,7288544.98,22540696.79,19894149.62,42090579.63,67937847.45,65146373.58,102841339.92,198801893.8,581548565.78,487018331.18
a_0,4998.59,6302.41,8060.17,10658.32,15217.03,52484.61,9340498.32,19344297.95,18710605.39,36539080.43,69203828.18,75206886.54,140169741.1,384933785.16,517053827.85,604342312.37
g_0,4582.3,5240.81,7011.46,13620.35,16402.9,77100.31,8595272.31,15859717.76,15624904.26,40874068.51,73644477.69,97774370.86,137412459.82,210246355.34,415069433.35,620065727.32
e_0,4445.42,4429.66,7862.32,10081.64,21114.28,86142.29,9233930.31,19472170.06,21533411.69,39193424.03,84679393.02,72619790.34,156421375.95,209225442.61,524312352.97,1114905861.93
