,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.36,0.21,0.28,0.3,0.24,0.21,0.56,1.12,0.6,0.65,0.63,0.64,0.59,0.46,,0.86
f_1,0.47,2.37,0.28,0.23,0.24,0.18,0.48,0.61,0.56,0.66,0.64,,0.68,0.59,0.65,0.92
c_1,0.23,0.25,2.57,0.29,0.39,0.37,0.6,0.62,0.65,,0.5,0.59,0.63,0.62,0.68,0.86
d_1,0.21,0.37,0.23,2.6,0.27,0.26,0.64,,0.56,0.92,0.56,0.55,0.79,0.7,0.53,0.53
b_1,0.31,0.26,0.3,0.29,2.72,0.43,0.44,0.55,0.44,0.63,,0.61,0.99,0.49,0.47,0.78
a_1,0.38,0.32,0.28,0.3,0.22,3.17,0.55,0.61,0.73,0.59,0.43,0.56,0.64,,,0.77
h_1,0.51,0.77,0.51,0.52,0.57,0.46,3.86,1.14,1.39,1.22,1.04,1.1,,1.59,0.93,1.4
d_0,0.41,0.64,1.0,,0.69,0.55,1.35,3.33,1.04,1.45,1.31,1.44,2.05,1.36,1.46,1.71
g_1,0.41,0.5,0.41,0.77,0.67,0.43,0.65,1.53,4.19,1.55,1.52,1.2,1.5,,0.97,
c_0,0.6,0.56,,0.62,0.49,0.65,1.15,1.12,0.93,3.62,2.56,1.27,1.92,1.3,1.32,1.8
b_0,0.67,0.57,0.6,0.61,,0.75,1.84,1.05,1.08,1.09,3.67,1.26,1.62,2.41,1.07,2.4
f_0,0.56,,0.63,0.62,0.7,0.63,1.05,1.6,1.03,1.11,1.69,3.79,1.61,1.3,2.96,1.27
h_0,0.86,1.09,0.82,0.69,0.68,0.82,,1.42,1.45,1.3,1.94,2.04,,1.24,1.79,2.11
a_0,0.64,0.64,0.65,0.61,0.57,,1.06,1.49,,1.43,1.03,1.81,1.95,4.48,1.54,1.31
e_0,,0.56,0.61,0.65,0.69,,1.51,1.39,1.33,1.06,1.46,1.1,2.18,1.42,4.77,
g_0,0.76,0.49,0.58,0.95,0.81,0.67,1.59,1.5,,1.67,1.03,2.97,2.62,2.03,,
