,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.61,0.88,1.02,0.85,0.83,0.52,0.56,0.5,0.4,0.39,0.52,0.38,0.53,0.58,0.42
f_1,0.89,0.41,0.84,0.88,0.88,0.83,0.37,0.55,0.39,0.33,0.4,0.45,0.28,0.35,0.39,0.42
d_1,1.0,0.85,0.4,0.9,0.81,0.83,0.42,0.34,0.77,0.49,0.41,0.38,0.32,0.38,0.4,0.22
c_1,0.72,0.92,0.98,0.38,1.02,0.96,0.49,0.5,0.24,0.48,0.35,0.38,0.33,0.35,0.36,0.31
b_1,0.95,0.98,0.95,0.53,0.36,1.22,0.46,0.48,0.4,0.53,0.63,0.38,0.35,0.37,0.34,0.36
a_1,1.05,0.9,0.81,0.93,0.53,0.29,0.58,0.51,0.52,0.48,0.44,0.48,0.36,0.68,0.5,0.32
h_1,0.71,0.88,0.84,0.83,0.8,0.62,0.24,0.44,0.3,0.32,0.34,0.37,0.36,0.29,0.34,0.3
g_1,0.86,0.76,0.79,0.8,0.78,0.73,0.35,0.23,0.39,0.36,0.4,0.43,0.31,0.37,0.36,0.4
d_0,0.47,0.89,1.08,0.95,0.87,0.71,0.5,0.43,0.26,0.3,0.33,0.38,0.33,0.4,0.34,0.36
c_0,0.77,0.93,0.47,1.42,0.76,0.68,0.46,0.42,0.56,0.26,0.44,0.4,0.29,0.48,0.34,0.36
b_0,0.73,0.78,0.69,1.17,0.91,0.7,0.43,0.35,0.42,0.21,0.24,0.31,0.31,0.4,0.34,0.4
f_0,0.85,1.64,0.77,0.76,0.74,0.62,0.44,0.29,0.35,0.32,0.36,0.23,0.28,0.39,0.4,0.2
h_0,0.73,0.83,0.78,0.76,0.77,0.72,0.66,0.4,0.36,0.37,0.34,0.31,0.41,0.36,0.32,0.34
a_0,0.66,0.9,0.83,0.91,1.01,0.93,0.54,0.43,0.31,0.28,0.21,0.33,0.26,0.21,0.43,0.29
e_0,1.05,1.15,0.67,0.72,0.93,0.64,0.47,0.41,0.36,0.34,0.36,0.18,0.3,0.33,0.2,0.31
g_0,0.79,0.75,0.85,0.83,0.78,0.77,0.35,0.4,0.34,0.32,0.3,0.36,0.2,0.37,0.31,0.35
