,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.09,1.52,2.64,2.4,2.54,2.03,0.65,0.79,0.48,0.51,0.64,0.46,0.35,0.48,0.57,0.36
f_1,2.27,1.08,2.21,2.36,2.17,2.28,0.53,0.72,0.46,0.44,0.61,0.44,0.25,0.42,0.43,0.37
d_1,2.7,2.94,1.08,2.71,2.45,2.01,0.65,0.44,0.76,0.47,0.48,0.52,0.31,0.45,0.44,0.22
c_1,2.24,2.7,3.43,1.1,2.58,2.07,0.75,0.82,0.33,0.69,0.54,0.54,0.44,0.48,0.51,0.41
b_1,3.06,3.91,3.71,1.78,1.11,3.09,1.1,0.92,0.62,1.01,0.66,0.94,0.5,0.63,0.64,0.51
a_1,4.15,4.94,4.71,4.55,2.42,1.13,1.4,1.27,1.12,1.08,0.99,1.25,0.77,1.04,1.22,0.68
h_1,9.8,10.19,9.82,9.36,9.13,7.99,1.54,2.94,2.07,1.87,2.05,1.95,1.81,1.79,1.65,1.35
g_1,11.89,11.89,11.54,10.81,10.19,9.97,2.24,1.56,2.66,2.6,2.08,2.29,1.27,1.97,1.8,1.72
d_0,7.66,11.51,19.7,12.03,11.34,10.46,3.71,4.15,1.84,2.74,2.52,2.59,2.16,2.35,2.42,1.91
c_0,13.55,13.46,8.16,18.6,13.21,11.13,4.01,3.43,4.37,1.76,2.96,2.64,1.75,2.35,2.24,1.64
f_0,13.8,18.34,13.03,14.1,13.81,11.96,3.91,2.72,3.21,2.61,1.8,3.39,2.06,2.85,2.66,1.29
b_0,13.85,15.08,11.94,21.62,18.02,13.95,3.8,4.13,3.39,1.89,2.83,1.82,2.14,2.6,2.31,1.74
h_0,16.98,18.24,18.04,18.5,18.64,16.89,5.82,5.08,3.82,3.83,3.74,3.6,3.1,3.31,2.94,2.45
a_0,19.92,21.72,18.33,21.48,22.87,27.11,5.74,5.27,4.49,3.76,4.36,2.35,2.93,2.15,4.07,2.67
e_0,23.32,27.03,19.25,20.65,20.61,17.34,5.43,4.74,4.68,4.1,2.29,4.6,3.35,4.62,2.16,2.27
g_0,23.03,23.24,21.02,24.62,25.19,21.63,5.25,6.48,5.93,4.55,5.08,4.38,2.8,4.25,4.3,3.76
