,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.26,0.61,0.42,0.69,0.57,0.48,1.07,0.84,2.28,1.12,1.08,1.03,1.53,0.9,0.5,1.24
f_1,1.0,2.28,0.48,0.56,0.52,0.32,0.9,0.74,1.21,1.11,1.21,0.53,1.46,0.82,0.65,1.38
d_1,0.62,0.66,2.45,0.37,0.42,0.41,1.16,0.95,0.54,2.47,1.4,1.24,1.52,1.21,1.08,1.17
c_1,0.54,0.57,0.56,2.47,0.99,0.32,1.04,0.81,1.0,0.36,0.89,1.16,1.24,0.89,1.07,1.15
b_1,0.54,0.54,0.65,0.65,2.56,0.83,0.89,1.0,1.1,0.91,0.48,1.09,1.37,0.68,0.98,1.15
a_1,0.57,0.69,0.64,0.54,0.46,3.2,1.17,0.89,1.1,1.26,1.12,1.35,1.59,0.43,0.91,1.44
h_1,0.6,0.98,0.73,0.67,0.61,0.56,3.07,1.55,1.03,1.3,1.34,1.21,1.1,1.14,1.1,2.09
g_1,0.59,0.67,1.13,0.65,0.46,0.46,1.29,3.44,1.15,1.42,1.38,2.1,1.65,1.07,1.51,1.17
d_0,0.66,0.73,0.36,1.29,0.77,0.45,1.4,1.25,2.63,1.05,1.29,1.32,1.7,1.17,1.05,1.48
c_0,0.72,0.85,0.77,0.51,0.51,0.44,1.49,1.2,1.36,2.72,2.65,1.34,1.93,1.61,1.46,1.67
b_0,0.81,0.81,0.76,0.69,0.36,0.44,1.37,1.33,1.43,1.43,2.83,1.1,1.89,2.76,1.16,1.79
f_0,0.58,0.53,0.99,0.67,0.63,0.56,1.36,1.24,1.41,1.58,1.56,3.0,2.06,1.19,2.56,1.76
h_0,0.71,1.05,0.68,0.68,0.69,0.38,0.77,1.55,1.53,1.47,1.22,1.26,1.04,0.93,1.12,2.32
a_0,0.79,0.81,0.82,0.61,0.58,0.35,1.2,1.31,1.2,1.71,1.39,1.12,2.1,3.32,1.38,1.79
e_0,0.42,0.9,0.64,0.67,0.72,0.54,1.69,1.2,1.43,1.64,1.75,1.11,2.22,1.27,3.16,1.66
g_0,0.76,0.63,1.04,0.68,0.58,0.47,1.33,0.98,1.27,1.25,1.34,1.85,1.69,1.39,1.35,1.13
