,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,5.77,0.55,0.74,0.47,0.6,0.65,2.48,5.06,2.58,1.45,2.46,3.65,3.08,4.36,1.02,4.29
f_1,1.07,5.94,0.5,0.56,0.48,0.68,2.05,2.83,3.17,1.63,2.86,0.78,2.8,3.76,3.07,4.92
c_1,0.51,0.64,6.39,0.72,1.14,0.48,1.75,2.5,0.57,2.09,2.19,2.92,2.65,4.1,3.05,3.78
d_1,0.55,0.6,0.47,6.46,0.61,0.55,2.71,0.66,4.77,2.68,3.68,3.01,3.59,5.36,3.79,3.73
b_1,0.6,0.61,0.76,0.67,6.82,0.94,2.23,2.68,2.71,2.01,0.54,2.54,2.15,4.21,2.36,4.55
a_1,0.57,0.56,0.7,0.55,0.53,10.9,2.85,3.48,2.56,2.1,3.17,2.46,1.09,4.28,3.56,6.42
h_1,0.77,1.55,0.97,1.09,0.97,0.86,15.54,4.17,4.86,6.04,5.79,5.21,4.89,3.35,5.69,7.86
d_0,1.13,1.21,1.92,0.34,1.04,0.91,3.07,13.62,5.11,3.77,4.36,5.19,5.26,8.31,4.91,5.71
c_0,1.13,1.16,0.4,1.39,0.98,0.91,3.47,4.68,14.37,4.76,11.34,6.37,6.81,7.99,4.85,5.71
g_1,1.04,0.82,1.09,1.62,0.95,0.84,2.95,3.48,4.26,20.77,5.37,7.65,5.26,7.35,4.83,2.38
b_0,0.96,1.19,1.16,1.23,0.44,1.15,3.97,4.23,5.7,4.85,17.36,5.55,11.88,7.93,4.46,8.43
f_0,0.98,0.52,1.04,1.04,1.15,1.13,4.11,5.66,6.29,4.64,7.14,18.16,7.47,10.72,10.89,8.0
a_0,1.26,1.24,1.19,1.26,0.83,0.5,4.09,5.86,6.99,3.9,5.11,5.14,20.0,6.3,5.38,5.76
h_0,0.91,1.45,0.98,1.1,1.09,0.95,0.97,4.76,5.61,5.17,5.21,5.0,3.75,3.83,5.67,10.47
e_0,0.42,1.42,0.89,1.34,0.91,0.92,4.4,5.51,6.61,4.95,6.03,5.51,5.38,9.75,24.62,8.29
g_0,0.92,1.05,0.97,1.83,0.9,0.91,3.48,3.22,5.37,,5.3,8.43,5.22,6.24,4.68,2.64
