,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.67,0.72,0.96,0.81,0.67,0.15,0.25,0.15,0.14,0.14,0.31,0.08,0.18,0.17,0.14
e_1,0.47,0.17,0.78,0.83,0.9,0.74,0.3,0.26,0.16,0.16,0.18,0.2,0.14,0.17,0.4,0.13
d_1,0.79,0.82,0.16,0.77,0.83,0.74,0.22,0.16,0.41,0.14,0.15,0.14,0.11,0.14,0.14,0.06
c_1,0.83,0.62,1.01,0.14,0.72,0.79,0.2,0.19,0.08,0.27,0.15,0.15,0.11,0.15,0.12,0.12
b_1,0.93,1.01,0.81,0.36,0.13,0.93,0.25,0.26,0.19,0.19,0.29,0.15,0.13,0.15,0.16,0.13
a_1,0.85,0.8,0.87,0.83,0.38,0.1,0.27,0.33,0.2,0.19,0.28,0.13,0.13,0.42,0.14,0.11
h_1,0.58,0.57,0.52,0.74,0.65,0.55,0.07,0.17,0.15,0.11,0.14,0.13,0.17,0.12,0.13,0.11
g_1,0.77,0.6,0.71,0.69,0.76,0.43,0.13,0.05,0.14,0.14,0.11,0.12,0.07,0.11,0.1,0.16
d_0,0.7,0.34,1.11,0.66,0.61,0.76,0.17,0.19,0.07,0.12,0.14,0.13,0.1,0.15,0.12,0.11
c_0,0.74,0.61,0.32,1.52,0.58,0.65,0.18,0.18,0.24,0.07,0.15,0.11,0.1,0.11,0.11,0.09
b_0,0.68,0.6,0.51,0.71,1.18,0.65,0.17,0.14,0.16,0.07,0.06,0.14,0.08,0.12,0.1,0.09
f_0,1.78,0.57,0.49,0.64,0.52,0.71,0.16,0.09,0.16,0.11,0.12,0.05,0.09,0.1,0.12,0.06
h_0,0.57,0.67,0.5,0.65,0.59,0.58,0.32,0.23,0.12,0.1,0.12,0.12,0.13,0.12,0.08,0.09
a_0,0.58,0.64,0.57,0.64,0.85,1.0,0.21,0.15,0.15,0.11,0.06,0.12,0.07,0.04,0.1,0.07
e_0,0.92,1.03,0.5,0.67,0.55,0.63,0.15,0.17,0.12,0.1,0.11,0.06,0.11,0.11,0.04,0.09
g_0,0.64,0.72,0.52,0.61,0.63,0.6,0.13,0.21,0.15,0.11,0.13,0.11,0.06,0.14,0.1,0.16
