,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.9,0.27,0.17,0.26,0.16,0.09,0.18,0.14,0.37,0.2,0.2,0.14,0.21,0.16,0.06,0.14
f_1,0.4,0.89,0.22,0.18,0.15,0.11,0.17,0.16,0.17,0.17,0.17,0.06,0.19,0.11,0.08,0.13
d_1,0.22,0.25,0.9,0.16,0.17,0.13,0.17,0.2,0.09,0.39,0.21,0.17,0.21,0.11,0.15,0.16
c_1,0.2,0.23,0.2,0.89,0.36,0.1,0.16,0.16,0.2,0.08,0.11,0.17,0.2,0.12,0.13,0.14
b_1,0.23,0.23,0.23,0.19,0.88,0.21,0.16,0.15,0.18,0.19,0.1,0.17,0.21,0.09,0.1,0.13
a_1,0.23,0.25,0.25,0.18,0.14,0.88,0.22,0.16,0.2,0.22,0.2,0.21,0.23,0.07,0.14,0.15
h_1,0.26,0.4,0.29,0.22,0.2,0.12,0.56,0.25,0.21,0.23,0.21,0.19,0.14,0.12,0.12,0.24
g_1,0.22,0.23,0.43,0.24,0.21,0.12,0.21,0.57,0.22,0.27,0.28,0.31,0.23,0.16,0.16,0.16
d_0,0.26,0.31,0.12,0.49,0.22,0.1,0.27,0.2,0.47,0.14,0.18,0.23,0.24,0.17,0.15,0.2
c_0,0.29,0.34,0.26,0.2,0.14,0.12,0.25,0.23,0.27,0.45,0.41,0.23,0.27,0.23,0.16,0.23
b_0,0.3,0.31,0.26,0.26,0.12,0.12,0.25,0.22,0.27,0.23,0.44,0.19,0.27,0.36,0.15,0.21
f_0,0.21,0.21,0.29,0.29,0.24,0.12,0.19,0.21,0.27,0.24,0.24,0.47,0.31,0.17,0.39,0.21
h_0,0.25,0.36,0.29,0.27,0.21,0.13,0.17,0.23,0.24,0.25,0.2,0.22,0.17,0.17,0.16,0.3
a_0,0.24,0.34,0.27,0.28,0.23,0.07,0.25,0.19,0.23,0.22,0.25,0.18,0.29,0.42,0.15,0.18
e_0,0.18,0.27,0.33,0.28,0.25,0.13,0.21,0.23,0.3,0.28,0.24,0.24,0.29,0.14,0.42,0.23
g_0,0.22,0.21,0.46,0.25,0.21,0.13,0.25,0.16,0.19,0.24,0.16,0.34,0.24,0.15,0.18,0.16
