,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.36,1.91,2.12,2.27,1.9,0.6,0.65,0.58,0.88,0.58,0.88,0.41,0.55,0.48,0.53
e_1,1.5,1.06,2.44,2.37,2.48,2.22,0.91,0.79,0.62,0.83,0.57,0.72,0.47,0.68,1.0,0.48
d_1,2.48,2.53,1.06,2.65,2.3,1.91,0.77,1.06,0.84,0.57,0.73,0.61,0.5,0.54,0.57,0.35
c_1,2.35,2.19,2.45,1.06,2.88,2.32,0.96,0.45,1.09,0.76,0.62,0.62,0.58,0.52,0.58,0.56
b_1,2.93,2.59,2.59,1.57,1.07,2.54,1.12,0.85,0.95,1.06,1.39,0.67,0.65,0.67,0.61,0.56
a_1,3.87,3.63,3.5,3.82,1.83,1.07,1.91,1.4,1.01,1.41,1.23,1.15,0.84,1.57,1.06,0.86
h_1,8.42,5.88,6.54,6.02,5.39,4.04,1.33,1.67,1.85,2.39,2.06,1.6,1.78,1.58,1.46,1.31
d_0,6.88,4.58,11.97,9.52,6.86,5.07,2.61,1.51,1.85,2.21,2.03,2.16,1.63,1.75,1.96,1.7
c_0,7.72,8.69,4.05,9.33,7.07,5.94,2.64,3.79,1.52,2.84,2.53,1.78,1.54,1.88,1.71,1.61
g_1,9.44,7.7,8.81,8.06,7.06,5.74,2.26,2.51,2.35,1.37,2.25,2.52,1.52,1.81,2.07,2.15
b_0,9.73,8.62,6.98,11.2,9.85,5.92,2.72,2.73,1.53,3.15,1.53,2.11,1.84,2.09,2.1,1.91
f_0,15.69,8.13,8.28,9.93,8.75,6.65,3.36,2.84,2.9,2.09,2.37,1.54,2.11,1.83,2.74,1.23
h_0,10.71,10.2,9.38,10.39,9.17,8.17,5.05,3.13,3.05,3.22,3.02,2.59,3.24,2.43,2.16,2.48
a_0,11.58,10.53,10.91,11.95,13.77,13.25,4.0,3.63,3.43,3.64,2.04,3.07,3.05,1.66,2.93,2.41
e_0,19.04,15.26,10.92,11.05,13.29,8.2,4.13,3.51,3.26,3.3,3.11,1.71,3.11,3.47,1.59,2.35
g_0,13.59,12.39,12.6,12.82,12.49,7.73,3.53,3.66,3.32,4.77,3.1,3.58,2.08,2.78,3.44,3.08
