,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.5,1.85,1.46,1.63,1.63,0.32,0.34,0.56,0.32,0.34,0.65,0.18,0.33,0.34,0.24
e_1,0.93,0.43,1.97,2.11,1.91,1.59,0.48,0.39,0.64,0.48,0.37,0.43,0.27,0.35,0.98,0.34
c_1,2.07,1.33,0.42,2.17,1.67,1.65,0.53,0.22,0.49,0.59,0.36,0.32,0.29,0.31,0.34,0.23
d_1,1.93,2.39,2.06,0.4,2.14,1.46,0.43,0.77,0.28,0.32,0.36,0.31,0.21,0.3,0.29,0.17
b_1,2.13,1.94,0.96,2.26,0.39,2.13,0.74,0.43,0.6,0.57,1.21,0.47,0.3,0.5,0.33,0.3
a_1,2.88,2.52,2.12,2.71,1.12,0.32,0.9,0.55,0.81,0.51,1.03,0.51,0.4,1.36,0.57,0.31
h_1,2.69,2.71,2.96,2.97,2.79,2.78,0.32,0.61,0.95,0.62,0.58,0.62,0.67,0.54,0.57,0.5
d_0,3.25,1.76,3.29,4.35,2.96,3.05,1.11,0.38,0.88,0.6,0.59,0.6,0.49,0.7,0.58,0.58
g_1,3.75,3.36,3.63,3.18,3.32,2.36,0.71,0.76,0.29,0.67,0.65,0.61,0.38,0.65,0.69,0.79
c_0,3.56,3.48,8.21,1.58,4.03,2.95,0.98,0.92,0.79,0.34,0.59,0.7,0.56,0.67,0.62,0.53
b_0,3.2,3.27,4.97,2.32,6.71,4.54,1.01,0.7,0.94,0.38,0.32,0.83,0.58,0.69,0.6,0.56
f_0,5.19,3.71,3.78,3.95,2.8,3.5,1.04,0.96,0.53,0.78,0.7,0.33,0.5,0.65,0.69,0.34
h_0,3.77,4.12,3.69,3.44,3.91,3.09,1.77,0.92,1.31,0.68,0.78,0.67,0.86,0.71,0.72,0.53
a_0,4.43,4.09,3.8,3.68,5.23,7.74,1.17,0.92,1.28,0.79,0.45,0.86,0.63,0.33,0.86,0.49
e_0,6.13,6.41,3.54,3.59,3.63,4.18,1.12,0.98,0.95,0.77,0.82,0.41,0.51,0.7,0.31,0.57
g_0,4.62,4.09,4.58,4.2,4.68,5.04,0.87,0.92,1.82,0.88,0.79,0.83,0.49,0.79,0.87,0.93
