,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.83,2.44,1.93,2.67,2.12,2.44,8.42,17.71,10.33,8.37,10.61,11.11,14.9,11.49,16.69,8.02
f_1,3.62,5.95,2.16,2.08,2.1,2.01,7.93,10.85,9.93,8.4,9.31,7.37,13.87,11.14,15.41,7.6
d_1,2.08,2.51,6.08,1.71,2.07,2.05,8.13,7.86,17.99,9.39,12.85,11.72,16.85,12.08,17.9,14.86
c_1,2.03,2.33,2.02,6.82,4.15,2.5,7.57,9.9,4.83,6.5,7.71,10.23,14.32,9.33,15.08,12.39
b_1,2.32,2.26,2.08,2.59,8.23,3.9,7.36,9.79,9.06,6.96,5.48,9.94,16.52,8.84,13.71,12.34
a_1,2.07,2.55,2.51,2.39,2.24,12.25,8.56,9.28,9.89,7.89,11.54,9.47,18.93,6.8,16.44,10.94
h_1,2.47,3.13,2.62,2.42,2.14,1.94,17.26,9.49,10.23,11.54,12.42,12.3,13.15,10.86,22.43,14.35
d_0,2.44,2.49,1.62,4.57,2.6,2.35,8.41,17.14,8.82,8.99,11.58,12.03,17.49,11.98,16.03,11.04
c_0,2.35,2.69,2.79,2.06,1.92,2.15,9.42,11.93,18.15,10.19,22.84,13.61,21.71,17.8,20.08,13.64
g_1,2.17,2.14,3.95,2.4,2.03,2.32,7.64,9.51,13.08,21.25,11.79,15.48,18.08,12.85,15.52,14.66
b_0,2.18,2.87,2.61,2.68,1.77,1.83,10.41,12.33,11.88,10.71,20.59,14.32,19.94,26.92,19.0,15.53
f_0,1.65,2.03,2.93,2.84,2.78,2.57,10.43,11.48,11.82,10.53,12.6,23.53,19.15,13.82,20.95,31.86
h_0,2.38,3.21,2.76,2.5,2.4,2.8,6.38,10.59,11.46,12.45,11.03,11.0,14.21,11.69,23.84,12.69
a_0,2.34,2.74,2.76,2.47,2.48,1.67,8.82,12.98,13.15,10.18,14.24,14.19,16.81,27.45,18.95,13.98
g_0,2.17,2.42,3.62,2.28,2.56,2.7,8.05,9.84,9.99,7.66,11.59,18.51,17.81,9.73,13.22,16.8
e_0,1.35,2.61,3.17,2.95,2.61,2.9,10.55,10.09,11.0,9.81,12.88,13.12,19.29,12.64,19.77,28.16
