,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.65,0.97,1.14,1.06,1.08,0.88,0.39,0.51,0.36,0.44,0.39,0.46,0.25,0.38,0.32,0.33
d_1,1.18,0.65,1.18,1.1,0.99,0.95,0.48,0.35,0.43,0.5,0.37,0.37,0.28,0.37,0.38,0.21
e_1,0.75,1.15,0.64,1.21,1.16,1.1,0.5,0.58,0.42,0.52,0.44,0.51,0.36,0.39,0.47,0.36
c_1,1.11,1.24,0.91,0.64,1.37,0.98,0.46,0.5,0.43,0.28,0.35,0.36,0.37,0.34,0.39,0.34
b_1,1.23,1.29,1.21,0.72,0.62,1.26,0.64,0.5,0.57,0.44,0.59,0.44,0.37,0.43,0.43,0.39
a_1,1.62,1.4,1.43,1.44,0.78,0.57,0.64,0.64,0.59,0.52,0.64,0.52,0.47,0.61,0.46,0.4
h_1,2.1,1.77,1.69,1.78,1.74,1.34,0.54,0.88,0.69,0.65,0.67,0.64,0.73,0.71,0.59,0.58
g_1,1.97,1.99,1.7,1.97,1.93,1.59,0.69,0.53,0.67,0.65,0.69,0.75,0.41,0.63,0.62,0.64
c_0,2.16,1.35,1.92,3.02,1.97,1.61,0.9,0.85,0.56,0.89,0.75,0.68,0.56,0.73,0.61,0.53
d_0,1.69,2.55,1.21,2.3,1.88,1.83,0.94,0.95,0.68,0.58,0.78,0.69,0.57,0.68,0.63,0.63
b_0,2.06,1.76,1.91,2.69,2.33,1.61,0.87,0.84,0.5,0.69,0.55,0.65,0.61,0.89,0.61,0.51
f_0,2.34,2.04,1.83,2.21,1.88,1.67,0.97,0.64,0.74,0.81,0.75,0.55,0.63,0.71,0.86,0.4
h_0,2.43,2.3,2.07,2.08,2.09,1.82,1.03,1.11,0.75,0.79,0.77,0.72,0.72,0.72,0.71,0.64
a_0,2.24,1.96,2.24,2.35,2.55,2.58,0.92,0.99,0.69,0.81,0.53,0.74,0.71,0.54,0.69,0.67
e_0,2.92,2.0,2.62,2.43,2.16,1.93,1.06,0.88,0.87,0.85,0.83,0.46,0.71,0.74,0.53,0.57
g_0,2.49,2.97,2.3,2.42,2.03,1.95,0.83,1.11,0.85,0.88,0.88,0.93,0.59,0.92,0.91,0.75
