,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.19,0.94,1.02,0.86,0.77,0.59,0.62,0.57,0.55,0.55,0.46,0.51,0.61,0.48,0.61
e_1,0.84,1.0,0.97,1.11,0.88,0.84,0.87,0.76,0.91,0.68,0.71,0.71,0.63,0.58,0.69,0.58
d_1,1.07,1.03,1.0,0.85,0.95,0.8,0.78,0.55,0.72,0.85,0.67,0.66,0.63,0.55,0.62,0.47
c_1,0.98,0.9,1.19,1.0,1.39,0.88,0.63,0.6,0.45,0.53,0.6,0.61,0.56,0.56,0.49,0.62
b_1,1.15,1.13,1.05,0.72,1.0,1.44,0.77,0.74,0.78,0.8,0.62,0.71,0.7,0.5,0.65,0.62
a_1,1.3,1.2,1.26,1.13,0.7,1.0,0.94,1.12,0.73,0.79,0.91,0.57,0.76,0.83,0.63,0.62
h_1,1.64,1.22,1.26,1.53,1.25,1.03,1.0,1.07,0.98,0.86,0.93,0.88,0.83,0.72,0.89,1.02
g_1,1.55,1.46,1.86,1.58,1.43,0.9,0.92,1.0,0.97,0.99,0.96,1.2,0.72,0.85,0.8,1.0
d_0,1.66,1.11,1.5,2.2,1.32,1.37,1.02,1.02,1.0,0.75,0.89,0.88,1.0,0.86,0.9,0.89
c_0,1.73,1.47,1.17,1.93,1.27,1.26,1.18,1.02,1.38,1.0,1.44,0.9,1.04,0.85,0.96,0.96
b_0,1.79,1.47,1.51,1.65,1.76,1.13,1.12,1.02,1.14,0.73,1.0,1.08,0.91,1.28,0.88,0.94
f_0,2.18,1.32,1.5,1.64,1.42,1.64,1.08,0.82,1.21,1.02,0.91,1.0,0.94,0.88,1.34,0.8
h_0,1.93,1.64,1.6,1.68,1.5,1.34,1.24,1.38,0.99,0.97,1.07,1.01,1.0,1.06,0.73,1.18
a_0,1.57,1.74,1.8,1.79,2.01,1.26,1.43,1.18,1.25,1.16,0.83,1.18,0.97,1.0,1.01,0.89
e_0,2.11,1.51,1.64,2.01,1.57,1.62,1.16,1.2,1.09,1.09,1.15,0.8,1.45,0.99,1.0,1.12
g_0,1.6,1.77,2.11,1.68,1.63,1.44,1.01,1.0,1.11,1.06,1.06,1.22,0.86,1.17,0.93,1.0
