,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,50.54,155.14,132.48,68.93,99.8,19.56,23.55,18.44,17.0,18.59,14.92,14.34,11.97,,11.57
f_1,104.77,1.15,77.57,98.29,94.2,110.89,16.04,40.56,13.55,14.36,22.04,,6.65,15.96,25.13,15.09
d_1,114.59,105.53,1.15,112.85,108.69,95.05,34.87,12.37,14.43,,14.51,27.0,15.83,19.59,17.95,10.84
c_1,85.28,112.12,135.75,1.16,113.04,99.8,25.06,36.5,,10.77,23.8,18.9,12.41,23.94,19.84,14.46
b_1,81.49,79.73,120.67,60.94,1.15,133.07,30.85,36.5,39.06,25.84,,22.68,21.86,30.79,17.95,13.35
a_1,159.43,188.84,112.34,160.37,97.45,1.15,40.1,45.63,34.95,49.69,37.19,29.84,25.5,,29.0,26.69
h_1,96.5,96.97,108.6,84.64,108.69,79.84,2.0,25.17,22.9,21.53,17.5,23.62,,20.52,,15.77
g_1,101.86,119.6,105.1,98.29,157.0,153.54,20.05,2.0,22.9,26.92,25.87,35.44,10.93,23.94,26.93,
c_0,99.11,94.42,57.16,,64.23,86.78,23.59,27.04,3.03,28.09,23.8,17.18,17.65,19.59,15.71,10.84
d_0,61.12,73.22,,84.64,70.65,105.05,38.19,30.42,23.71,3.09,18.03,22.68,17.65,18.74,12.57,15.09
b_0,130.96,138.0,108.6,101.57,,90.73,40.1,40.56,12.3,22.28,2.81,19.55,13.11,25.35,31.42,10.52
f_0,111.12,,135.75,126.96,128.45,142.57,29.7,14.9,20.12,20.84,22.88,2.84,19.96,23.94,31.42,11.19
h_0,101.86,87.51,70.83,80.18,117.75,68.83,,29.2,17.47,12.67,23.8,18.29,,19.59,15.71,11.97
a_0,152.79,224.25,135.75,179.24,188.4,,38.19,56.15,30.18,34.0,14.87,29.84,15.83,2.89,,21.69
e_0,,170.86,203.63,121.88,148.74,133.07,,45.63,33.2,32.3,42.5,18.9,15.83,,2.97,26.69
g_0,193.0,179.4,98.73,138.5,157.0,166.33,21.68,,26.56,22.28,27.05,21.0,10.67,19.59,20.94,
