,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,b_0,c_0,f_0,a_0,h_0,e_0,g_0
e_1,10720.26,4855.18,5490.97,4650.52,6370.57,24044.76,3220092.84,6767520.61,21217208.05,13175171.14,16049269.97,24675394.68,79475546.83,120195322.9,68692537.02,259319597.16
f_1,5057.87,17053.82,5026.27,4490.68,6555.34,17206.3,2789661.67,7487513.01,12244218.89,13483333.55,15740349.81,10573859.89,71301860.94,132969802.56,104081707.55,204501088.9
c_1,2292.57,3884.63,20215.56,4564.72,13991.15,18985.53,3757496.19,8064723.77,12244030.23,10184053.11,5660850.12,34172197.42,86220790.61,124264549.51,121371350.86,254254008.41
d_1,2255.92,4096.47,4099.09,22431.07,7597.01,21863.85,4556510.99,10032226.84,7531073.53,17588023.94,30913108.84,32497479.82,81580869.76,110278214.71,148924477.27,214218390.86
b_1,2630.93,4179.23,4308.01,4752.65,36971.3,43479.0,3933098.09,6890606.38,10515541.42,5287798.29,15967552.14,25188372.78,59838292.38,144425993.54,113363273.26,250581472.71
a_1,2683.09,4318.71,4686.3,5816.98,7115.23,136195.04,5133301.29,9033366.08,11710254.26,13025601.03,15384641.4,25461805.65,49107385.73,141270060.26,121420577.84,228692328.84
h_1,3050.34,7614.41,4752.43,6393.15,9979.07,20424.75,11547280.8,13951553.02,14256472.7,15877010.41,20229313.73,29932760.11,99950233.78,108778935.75,182942001.14,376177824.53
g_1,2907.55,4502.73,5612.66,10107.82,8128.43,18284.83,4545262.05,29797245.65,11863760.88,16051445.57,18284288.36,54585835.12,81009227.38,146273503.98,199242773.47,190556551.05
d_0,3094.47,5319.63,10946.88,3413.5,10150.98,23697.77,4335608.13,8814844.86,27937696.38,17317336.33,13918846.23,32150505.52,100466505.65,169738591.41,162141588.01,265637870.21
b_0,3391.39,4944.42,5976.74,7571.51,4366.77,21507.88,4781350.73,10514871.67,13540684.26,34093017.04,25626935.54,41276325.94,238762991.82,183488150.11,179860030.7,301410091.52
c_0,3691.3,5556.98,3738.14,7047.94,6666.11,27312.92,4662193.95,9837962.08,16461448.15,33154313.1,39877650.37,40106162.14,122622087.34,170153105.81,180018777.42,296133513.97
f_0,2824.64,3215.45,6579.52,6712.59,11623.66,22493.16,4740688.07,11029092.72,14918762.16,18688282.29,19738802.13,84010005.96,130534294.65,179180471.45,374883476.89,289251861.02
a_0,3179.22,5475.01,5594.29,7503.7,10178.65,14854.36,4259242.92,10180863.01,16009942.6,18383906.79,21394352.74,33353646.98,258961969.34,214261540.11,180401140.01,401993949.74
h_0,3437.42,7627.42,5910.76,7082.32,8018.06,22661.96,3032373.19,13678407.91,12561389.81,15128202.5,18312553.32,34792922.55,112438472.52,102254611.55,136964809.19,341339548.24
e_0,2477.66,6021.0,6625.95,6324.66,8189.74,18945.24,4566225.58,9897058.42,14711872.03,18720382.07,21612938.39,43155716.1,137721562.46,186444360.62,428324312.96,372205358.45
g_0,3559.12,4013.02,5451.27,10830.62,8107.92,22185.78,4014753.42,5856994.42,13481643.03,20168663.77,19741630.04,58245744.99,115805845.23,147697369.78,166976074.35,237956409.14
