,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,11378.57,183.49,220.88,218.09,260.78,1715.73,167148.32,827282.88,531538.21,392961.25,989469.52,1372942.92,4330829.63,7125953.02,,15478449.61
f_1,309.97,13643.7,286.27,143.9,346.1,1694.24,167891.08,553032.2,520504.88,339533.3,993866.45,,4849631.61,9235637.15,,
c_1,158.46,194.63,17238.15,229.79,691.4,1242.85,221348.62,390314.39,,587100.71,974340.19,858919.22,3199927.87,6237328.64,14273873.87,18836736.22
d_1,131.4,241.12,161.71,20641.22,281.98,1564.39,235329.99,,1097592.61,571696.36,940332.52,1312084.55,3512115.95,8026167.22,,16039119.91
b_1,152.96,113.21,204.42,228.34,32579.45,3528.64,277159.72,644749.92,601250.63,383885.49,,1334816.31,3847806.37,6350726.58,,13752117.29
a_1,129.01,203.42,174.84,283.1,310.85,255182.24,233480.45,324375.22,632480.39,365937.55,1036602.34,1317269.7,,8110551.26,,13837445.83
h_1,467.89,784.95,590.56,1243.95,1561.86,9436.82,9407316.49,1117592.05,1768567.5,2661666.88,2910092.14,6229285.04,14821518.62,,27057825.03,100647423.71
d_0,848.99,757.6,2024.58,,1860.6,8095.98,931673.71,12781978.7,2926181.64,1946968.95,5821639.87,5565595.05,20599260.54,43152148.94,43391005.84,82824821.93
c_0,767.97,943.27,,1218.08,1702.91,11616.67,605149.01,2006301.03,17727783.74,2672931.24,8467269.68,7230029.82,23718763.56,31271543.34,51243114.44,107594233.42
g_1,431.21,375.8,712.48,1776.48,1233.77,4831.61,786283.17,1755620.35,2301965.95,29488467.25,4654568.0,6486425.67,10244545.18,24475816.91,31388319.65,
b_0,645.48,800.16,809.09,1210.41,,10474.69,988565.46,2392404.68,2794379.47,2698944.46,38132520.13,5587955.25,33843304.88,30211491.02,65347998.82,105836916.21
f_0,755.81,,1252.08,1113.17,1216.42,5822.26,1116695.84,2397663.76,3060912.3,2121472.46,4607328.67,51480271.22,24690090.9,29494239.8,113472162.76,80220684.17
a_0,722.59,978.82,808.93,1195.93,1438.23,,1080266.01,2814032.62,3053589.54,2962956.04,4796145.76,7170277.51,211976082.76,28997249.28,,
h_0,1000.24,2087.88,1661.59,1579.19,2769.57,10846.03,,2601078.8,4181491.99,3043035.93,8209618.88,11046103.19,30662699.45,,81812716.86,202739547.28
e_0,,,1287.01,,,,830057.34,2883004.01,2815589.18,2428462.01,4913698.36,7492940.0,,44037691.03,597916716.47,78710647.77
g_0,810.63,,1473.35,2791.92,2667.28,10899.59,1335606.66,3267404.54,4924384.37,,8593916.88,13413287.65,,66017702.6,59498949.54,
