,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.31,0.86,0.73,1.01,0.77,0.7,1.5,1.34,2.97,1.34,1.64,1.58,2.16,1.61,1.13,1.93
f_1,1.5,2.33,0.68,0.81,0.61,0.59,1.38,1.16,1.75,1.56,1.0,1.63,1.97,1.15,0.96,1.86
d_1,0.77,0.93,2.43,0.64,0.63,0.58,1.56,1.44,0.92,3.11,1.64,2.16,2.31,1.73,1.53,2.18
c_1,0.81,0.83,0.68,2.46,1.48,0.62,1.42,1.33,1.6,0.79,1.47,1.0,2.01,1.32,1.36,1.63
b_1,0.74,0.82,0.82,0.79,2.66,1.27,1.34,1.5,1.84,1.43,1.59,0.91,1.97,1.08,1.28,1.56
a_1,0.88,0.8,0.98,1.01,0.73,3.11,1.72,1.33,1.94,1.78,1.59,1.52,2.08,0.92,1.34,1.8
h_1,0.86,1.27,1.0,0.87,0.64,0.65,3.43,2.37,1.86,1.73,1.71,1.7,1.85,1.53,1.59,2.65
g_1,0.82,0.9,1.42,0.84,0.78,0.66,1.52,3.57,1.52,1.98,2.64,1.54,2.22,1.74,1.96,1.95
d_0,0.98,1.03,0.56,1.65,0.95,0.6,1.5,1.3,2.88,1.15,1.51,1.61,2.47,1.71,1.49,1.81
c_0,0.93,1.06,1.05,0.74,0.54,0.76,1.76,1.45,2.06,3.22,2.03,3.51,2.57,1.88,1.74,2.49
f_0,0.8,0.81,1.1,0.99,0.87,0.75,1.76,1.68,2.14,1.95,3.42,2.14,2.33,1.59,3.63,2.47
b_0,0.98,1.1,0.94,0.96,0.56,0.59,1.53,1.62,2.04,1.92,1.89,3.26,2.52,3.48,1.53,2.38
h_0,0.95,1.35,1.13,0.79,0.78,0.62,1.11,2.1,1.44,2.08,1.61,1.69,1.87,1.58,1.35,2.68
a_0,0.88,1.03,0.98,0.97,0.85,0.6,1.83,1.64,1.85,2.03,1.65,2.01,2.71,3.38,1.53,2.28
e_0,0.76,1.11,1.02,0.96,0.87,0.57,1.87,1.81,1.98,2.11,1.64,2.28,2.74,1.6,3.44,2.32
g_0,0.86,0.88,1.56,0.82,0.72,0.59,1.64,1.18,1.63,1.96,2.74,1.99,2.36,1.86,2.02,1.72
