,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,8.01,11.86,16.79,12.05,14.48,3.55,5.46,2.57,2.7,2.65,2.32,1.86,2.53,,1.53
f_1,16.01,0.17,11.62,12.86,11.54,13.23,2.17,4.55,2.71,2.66,2.61,,1.18,2.08,3.56,2.06
d_1,14.56,13.95,0.16,15.06,12.89,12.98,3.72,2.13,,2.56,2.6,2.08,1.67,2.87,2.81,1.18
c_1,11.47,10.47,16.22,0.15,12.29,11.97,3.55,5.32,1.39,,2.76,2.08,1.88,3.35,3.52,2.06
b_1,15.92,14.72,11.1,6.14,0.14,19.86,4.06,3.17,2.64,4.24,,2.56,1.85,,3.34,1.13
a_1,11.69,11.64,12.98,11.97,7.94,0.09,4.43,4.17,1.99,3.66,2.83,3.14,2.35,,,
h_1,4.15,3.31,4.29,3.12,2.95,3.02,0.07,0.85,0.74,0.56,0.76,0.57,,0.53,0.57,0.65
g_1,3.53,3.61,3.92,3.93,3.72,3.65,0.54,0.06,0.86,0.64,1.08,1.13,0.41,0.69,0.36,
d_0,1.33,3.13,,2.62,2.72,2.13,0.91,0.74,0.08,0.59,0.46,0.46,0.39,0.96,0.45,0.37
c_0,2.57,2.52,1.64,,2.98,2.49,0.77,0.66,0.63,0.08,0.46,0.55,0.33,0.41,0.6,0.36
b_0,2.81,3.19,2.31,2.86,,3.01,0.98,0.75,0.5,0.23,0.07,0.44,0.42,0.6,0.79,0.5
f_0,3.04,,2.47,2.8,3.0,2.62,0.8,0.34,0.49,0.66,0.44,0.07,0.34,0.63,0.4,0.23
h_0,1.54,1.4,1.45,1.95,1.5,1.56,,0.54,0.31,0.4,0.34,0.5,,0.41,0.24,0.24
a_0,2.9,2.53,3.03,2.65,,,0.66,0.97,0.61,0.39,0.31,0.63,0.33,0.05,,
e_0,,3.0,3.14,2.35,2.33,,0.65,0.76,0.49,0.54,0.55,0.23,0.43,,0.05,0.24
g_0,1.98,1.82,1.85,1.4,1.77,,0.31,,0.53,0.43,0.44,0.43,0.14,,0.29,
