,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.85,1.3,1.38,1.41,1.23,0.63,0.74,0.48,0.63,0.48,0.64,0.43,0.42,0.66,0.42
f_1,1.45,0.66,1.18,1.3,1.17,1.21,0.46,0.63,0.45,0.48,0.44,0.55,0.27,0.42,0.41,0.36
d_1,1.41,1.38,0.65,1.48,1.25,1.02,0.57,0.38,0.51,0.84,0.52,0.44,0.37,0.37,0.44,0.29
c_1,1.16,1.42,1.61,0.64,1.57,0.98,0.58,0.7,0.65,0.31,0.55,0.45,0.44,0.49,0.42,0.42
b_1,1.41,1.73,1.69,0.81,0.61,1.91,0.68,0.7,0.68,0.5,0.73,0.55,0.47,0.48,0.5,0.44
a_1,1.68,1.87,1.93,2.34,0.85,0.55,0.97,0.76,0.61,0.78,0.76,0.66,0.62,0.84,0.61,0.58
h_1,1.91,2.2,1.76,2.21,1.83,1.6,0.57,0.9,0.7,0.71,0.69,0.64,0.68,0.66,0.64,0.58
g_1,2.0,2.23,2.26,2.26,2.07,2.06,0.8,0.54,0.75,0.73,0.78,0.82,0.55,0.75,0.66,0.71
c_0,2.24,2.25,1.43,3.44,1.98,2.28,1.03,0.9,0.61,0.98,0.9,0.76,0.64,0.7,0.74,0.63
d_0,1.35,2.24,2.74,2.42,2.53,1.73,1.18,1.2,0.82,0.61,0.71,0.71,0.65,0.78,0.69,0.72
b_0,2.18,2.28,1.81,2.63,2.86,1.8,1.06,1.11,0.53,0.94,0.59,0.76,0.75,0.91,0.72,0.61
f_0,2.07,3.18,2.16,2.41,2.53,2.0,1.22,0.72,0.81,0.87,0.81,0.58,0.69,0.86,1.0,0.45
h_0,2.41,2.85,2.6,2.53,2.39,1.74,1.55,1.11,0.86,0.98,0.83,0.86,0.89,0.84,0.8,0.88
a_0,2.73,2.85,2.66,2.57,3.27,3.45,1.16,1.26,0.91,0.89,0.61,0.95,0.74,0.59,0.78,0.69
e_0,3.53,3.94,2.62,2.88,2.49,2.31,1.23,1.19,0.89,0.93,0.93,0.53,0.71,1.12,0.55,0.73
g_0,2.65,2.94,3.03,2.86,2.45,2.24,0.98,1.57,0.94,1.02,1.02,1.17,0.62,0.95,0.91,0.92
