,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,0.85,0.73,0.8,0.81,0.7,0.34,0.5,0.35,0.33,0.4,0.49,0.25,0.31,0.33,0.34
e_1,0.53,0.41,0.86,0.96,0.9,0.84,0.45,0.57,0.47,0.37,0.34,0.48,0.34,0.4,0.55,0.34
d_1,0.94,0.86,0.39,0.82,0.8,0.7,0.42,0.29,0.54,0.39,0.35,0.33,0.3,0.38,0.37,0.24
c_1,0.91,0.7,0.92,0.39,0.85,0.7,0.46,0.44,0.23,0.45,0.34,0.3,0.33,0.39,0.35,0.28
b_1,0.85,0.82,0.88,0.53,0.37,1.1,0.46,0.38,0.38,0.44,0.6,0.39,0.33,0.32,0.34,0.35
a_1,0.94,0.8,0.89,0.86,0.46,0.3,0.54,0.56,0.38,0.38,0.45,0.39,0.32,0.48,0.37,0.35
h_1,0.83,0.67,0.69,0.72,0.74,0.67,0.25,0.39,0.32,0.33,0.34,0.31,0.32,0.28,0.32,0.31
g_1,0.8,0.73,0.8,0.68,0.7,0.67,0.31,0.22,0.3,0.28,0.34,0.34,0.21,0.34,0.31,0.28
d_0,0.74,0.45,0.9,0.86,0.71,0.76,0.42,0.47,0.25,0.32,0.32,0.35,0.32,0.3,0.36,0.31
c_0,0.74,0.73,0.45,1.14,0.75,0.69,0.38,0.42,0.45,0.24,0.38,0.38,0.3,0.38,0.28,0.32
b_0,0.68,0.82,0.56,0.95,1.05,0.66,0.38,0.37,0.4,0.2,0.23,0.32,0.26,0.37,0.31,0.23
f_0,1.02,0.65,0.73,0.79,0.63,0.65,0.37,0.29,0.31,0.34,0.34,0.21,0.25,0.36,0.37,0.2
h_0,0.74,0.71,0.69,0.72,0.63,0.69,0.52,0.44,0.33,0.28,0.37,0.33,0.35,0.28,0.27,0.28
a_0,0.8,0.72,0.65,0.76,0.87,0.82,0.49,0.39,0.36,0.26,0.2,0.29,0.3,0.2,0.31,0.27
e_0,0.92,0.87,0.61,0.69,0.79,0.75,0.37,0.35,0.31,0.36,0.35,0.18,0.26,0.27,0.19,0.24
g_0,0.8,0.68,0.71,0.79,0.77,0.66,0.31,0.48,0.33,0.28,0.34,0.31,0.22,0.28,0.31,0.33
