,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.87,1.21,0.88,0.73,0.47,0.52,0.57,0.36,0.43,0.43,0.41,0.31,0.37,0.33
f_1,1.28,1.0,0.85,0.92,0.93,0.66,0.4,0.46,0.45,0.43,0.39,0.3,0.27,0.36,0.25,0.29
d_1,1.15,1.18,1.0,0.82,0.92,0.75,0.48,0.36,0.46,0.54,0.42,0.36,0.43,0.33,0.35,0.25
c_1,0.83,1.09,1.21,1.0,1.37,0.6,0.49,0.45,0.3,0.3,0.34,0.38,0.35,0.32,0.29,0.33
b_1,1.14,1.08,1.1,0.73,1.0,1.4,0.47,0.53,0.57,0.54,0.58,0.48,0.41,0.35,0.34,0.35
a_1,1.37,1.52,1.34,1.64,0.72,1.0,0.79,0.67,0.58,0.5,0.6,0.61,0.48,0.44,0.41,0.37
h_1,2.1,2.56,2.17,2.08,2.09,1.29,1.0,1.23,0.87,0.82,0.85,0.8,0.7,0.71,0.7,0.71
g_1,1.99,2.1,2.78,2.22,1.93,1.49,0.81,1.0,0.85,0.98,0.79,1.17,0.68,0.71,0.8,0.71
d_0,1.7,2.22,2.16,3.36,1.78,1.6,1.12,1.18,1.0,0.81,1.0,0.98,0.91,0.8,0.76,0.77
c_0,2.68,2.29,1.83,3.17,1.92,1.83,1.22,1.01,1.23,1.0,1.27,1.03,0.95,0.95,0.89,0.85
b_0,2.27,2.56,2.41,2.99,1.77,1.51,1.16,1.22,1.08,0.81,1.0,1.01,0.91,1.27,0.78,0.8
f_0,2.43,3.19,2.74,2.5,2.1,1.63,1.27,0.87,1.09,0.95,0.99,1.0,0.88,0.83,1.33,0.68
h_0,2.48,3.58,2.4,2.87,2.53,1.94,1.49,1.55,1.07,1.04,1.07,1.09,1.0,1.04,0.96,0.92
a_0,3.12,2.84,3.05,3.02,3.12,2.47,1.47,1.36,1.36,1.09,0.82,1.18,0.99,1.0,0.91,0.92
e_0,2.65,4.15,2.8,3.79,2.83,2.5,1.43,1.22,1.44,1.16,1.43,0.77,1.06,1.1,1.0,1.01
g_0,3.08,3.34,4.15,2.99,2.7,2.6,1.41,1.38,1.29,1.23,1.23,1.49,1.11,1.07,1.02,1.0
