,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.1,2.5,2.51,3.09,3.05,2.81,0.65,0.78,0.56,0.63,0.55,0.84,0.29,0.5,0.52,0.57
e_1,1.77,1.1,3.44,3.26,3.06,2.67,0.86,1.1,0.63,0.65,0.64,0.86,0.45,0.72,0.46,0.9
d_1,3.46,4.15,1.1,3.03,2.66,2.37,0.87,0.58,0.6,1.15,0.67,0.59,0.43,0.6,0.28,0.58
c_1,3.42,2.62,4.09,1.11,3.64,4.02,1.0,0.9,1.01,0.41,0.73,0.67,0.49,0.74,0.5,0.63
b_1,4.9,4.66,4.65,2.31,1.12,4.0,1.16,1.26,1.28,0.81,1.51,0.86,0.75,0.88,0.78,0.9
a_1,7.04,6.26,6.09,6.69,2.75,1.13,1.82,1.77,1.34,1.31,1.78,1.05,0.91,1.8,0.85,1.08
h_1,11.21,10.86,10.88,10.57,10.66,10.26,1.64,3.22,2.04,2.5,2.22,2.21,2.08,2.03,1.7,2.21
g_1,15.66,13.77,13.12,14.19,14.67,14.43,2.96,1.67,3.14,3.11,3.06,2.78,1.7,2.76,2.39,3.22
c_0,17.87,16.5,8.22,24.61,16.7,13.38,4.43,4.31,1.93,4.2,3.11,2.77,2.1,2.94,1.78,2.56
d_0,15.16,8.85,20.46,16.67,14.67,17.1,4.69,5.41,3.8,2.05,3.23,3.28,2.29,2.84,2.25,2.89
b_0,16.47,15.8,11.93,22.99,23.94,13.19,4.34,4.76,1.78,4.02,1.95,3.42,2.13,4.17,2.06,2.71
f_0,29.15,18.27,15.48,16.32,18.94,16.2,5.02,3.48,3.28,3.24,3.37,1.97,2.48,2.9,1.56,2.99
h_0,22.96,21.65,20.34,23.16,21.33,18.29,7.75,6.56,4.45,5.18,4.12,5.17,4.9,3.88,2.95,3.75
a_0,26.87,21.04,21.48,23.33,34.3,32.98,7.48,6.44,4.24,5.63,2.65,4.89,3.25,2.29,3.11,5.01
g_0,33.24,28.37,26.44,31.5,24.64,20.08,5.86,10.56,4.51,6.67,5.15,6.09,2.88,5.8,4.62,4.87
e_0,35.41,34.68,27.06,26.69,27.89,23.68,7.11,6.04,5.15,5.83,5.02,2.65,4.14,4.6,4.27,2.29
