,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.33,0.98,1.65,1.01,0.91,0.79,1.63,1.62,2.0,2.32,2.02,1.34,2.64,1.68,1.24,2.02
d_1,1.2,2.4,1.02,0.87,0.97,0.8,2.05,1.82,3.72,1.38,2.81,2.13,2.64,2.03,1.94,2.59
e_1,1.2,0.89,2.41,1.24,0.99,0.78,1.99,1.77,1.99,3.65,2.12,1.9,2.79,1.99,1.43,2.6
c_1,1.02,1.02,1.0,2.55,1.68,0.9,1.74,1.62,1.41,2.13,1.63,2.05,2.74,1.84,1.81,2.52
b_1,1.09,1.2,0.99,1.06,2.68,1.58,1.85,1.63,1.98,2.09,1.44,1.96,2.85,1.45,1.77,2.51
a_1,1.27,1.25,1.02,1.1,0.97,3.12,1.87,1.95,2.03,1.76,2.26,2.0,3.25,1.27,1.95,2.57
h_1,1.5,1.26,1.04,1.14,0.96,0.71,3.52,2.48,2.22,2.03,1.98,2.24,2.47,1.8,1.9,3.31
g_1,1.1,1.68,1.02,1.14,1.05,0.73,2.19,3.75,2.22,1.81,2.26,2.95,2.8,2.38,2.08,2.46
c_0,1.37,1.23,1.18,0.89,0.83,0.97,2.4,1.98,3.45,2.07,3.97,2.08,3.21,2.57,2.03,2.88
d_0,1.22,0.82,1.09,1.91,1.19,0.79,1.89,1.87,1.32,3.4,1.83,2.25,2.74,2.07,1.91,2.43
b_0,1.28,1.16,1.22,1.14,0.87,0.82,2.19,2.15,2.5,2.39,3.43,2.37,3.06,3.91,1.98,2.97
f_0,1.04,1.28,0.97,1.28,1.05,0.85,2.41,2.05,2.38,1.92,2.39,3.76,3.39,2.05,3.58,3.23
h_0,1.52,1.21,1.17,1.13,1.07,0.85,1.67,2.43,1.98,2.06,2.21,1.98,2.42,2.07,1.89,3.43
a_0,1.31,1.17,1.14,1.08,1.01,0.73,2.33,2.01,2.4,2.1,2.26,2.24,3.54,3.74,2.09,3.07
e_0,1.24,1.19,0.8,1.24,1.1,0.93,2.27,1.96,2.41,2.16,2.22,2.26,2.95,1.87,3.89,3.0
g_0,1.21,1.65,0.86,0.95,1.11,0.88,2.08,1.6,2.52,1.53,2.32,3.16,2.77,2.1,2.32,2.2
