,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.41,0.43,0.59,0.7,0.62,0.57,0.33,0.35,0.34,0.28,0.32,0.28,0.23,0.27,0.31,0.26
f_1,0.66,0.41,0.56,0.59,0.57,0.54,0.27,0.34,0.3,0.24,0.29,0.25,0.19,0.23,0.23,0.24
d_1,0.62,0.62,0.38,0.54,0.64,0.57,0.3,0.23,0.31,0.31,0.26,0.27,0.22,0.25,0.27,0.17
c_1,0.49,0.63,0.72,0.38,0.63,0.58,0.36,0.3,0.19,0.3,0.26,0.23,0.23,0.29,0.25,0.22
b_1,0.57,0.66,0.6,0.44,0.36,0.67,0.33,0.34,0.26,0.33,0.29,0.33,0.24,0.24,0.27,0.24
a_1,0.61,0.67,0.58,0.61,0.4,0.3,0.34,0.32,0.33,0.26,0.29,0.34,0.27,0.45,0.26,0.24
h_1,0.56,0.61,0.57,0.54,0.56,0.53,0.24,0.35,0.27,0.23,0.25,0.24,0.22,0.23,0.25,0.21
g_1,0.55,0.56,0.62,0.61,0.54,0.51,0.26,0.21,0.26,0.25,0.27,0.25,0.18,0.26,0.25,0.21
d_0,0.41,0.57,0.7,0.7,0.58,0.51,0.34,0.39,0.22,0.24,0.27,0.28,0.24,0.27,0.29,0.26
c_0,0.62,0.65,0.39,0.7,0.54,0.55,0.32,0.29,0.36,0.22,0.27,0.32,0.22,0.28,0.28,0.21
f_0,0.52,0.66,0.59,0.59,0.52,0.48,0.28,0.23,0.28,0.25,0.21,0.26,0.21,0.24,0.3,0.16
b_0,0.58,0.59,0.5,0.71,0.57,0.45,0.29,0.31,0.29,0.16,0.27,0.21,0.22,0.32,0.26,0.23
h_0,0.57,0.61,0.56,0.57,0.54,0.48,0.35,0.31,0.27,0.25,0.24,0.24,0.24,0.21,0.23,0.22
a_0,0.61,0.57,0.53,0.58,0.6,0.53,0.31,0.28,0.27,0.21,0.28,0.18,0.22,0.18,0.24,0.24
e_0,0.58,0.72,0.56,0.59,0.53,0.53,0.29,0.27,0.24,0.23,0.16,0.24,0.2,0.23,0.18,0.19
g_0,0.54,0.59,0.6,0.6,0.55,0.52,0.27,0.31,0.25,0.24,0.28,0.23,0.18,0.21,0.25,0.23
