,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,110.82,56.92,63.08,62.04,81.03,313.5,7167.2,11357.09,26793.73,13641.19,33332.21,30061.28,84327.92,86026.9,104681.07,132666.16
f_1,48.67,110.89,96.99,71.62,85.32,358.52,5468.36,13174.96,12988.52,17669.74,25461.11,17310.26,63372.54,86591.63,58073.63,106675.78
e_1,42.21,44.67,132.0,84.61,88.41,306.89,6934.32,11097.93,15655.39,33260.95,30383.12,29796.74,68027.45,70782.7,61544.54,117827.61
c_1,45.73,41.54,47.53,144.27,143.88,272.91,6940.59,10962.28,8068.72,14411.09,25273.43,27224.05,65320.32,88913.38,82017.94,106638.85
b_1,41.9,45.98,49.12,50.4,185.94,477.43,4962.94,10874.3,10730.18,17857.46,13147.02,23780.47,48393.73,78264.36,78677.91,112259.3
a_1,32.39,29.12,31.05,40.51,42.13,548.75,3571.91,8007.34,9621.56,9284.1,13514.86,15640.99,21574.58,54945.64,43497.79,58584.91
h_1,14.87,17.57,15.0,16.95,25.65,89.27,3037.32,4381.25,4051.21,4865.61,7941.0,8131.56,18717.25,19125.29,28034.84,42878.92
g_1,15.66,9.12,15.45,14.55,20.11,62.53,1302.2,5061.13,3537.08,3763.06,6421.28,9208.87,14592.27,14809.83,23111.02,16275.5
c_0,9.47,12.71,13.04,11.68,19.93,73.16,1626.5,2904.72,4941.01,5050.21,10021.36,6548.37,19363.64,17728.58,20040.88,26465.51
d_0,6.96,9.8,10.2,24.38,16.35,72.0,1257.34,2342.08,2526.87,5952.99,5576.44,6171.07,13071.16,16530.14,18283.07,27211.22
b_0,8.09,10.54,10.01,13.46,11.1,52.66,1279.76,2394.28,2511.4,3931.77,7926.97,6270.9,22447.01,17927.32,20410.87,28182.16
f_0,10.34,6.97,10.13,12.72,17.65,58.39,1223.41,2014.11,2860.15,3445.91,4945.75,7847.81,12994.53,16948.81,24573.04,20857.38
a_0,6.11,7.3,7.99,9.45,13.94,35.69,915.03,1676.64,1903.97,2657.66,2853.88,4107.74,15906.96,13300.18,10700.8,17880.41
h_0,7.03,8.97,8.82,7.9,11.31,35.52,598.79,2252.66,2354.15,2837.09,3372.02,3275.91,9780.93,8306.39,11336.46,18870.91
e_0,6.32,8.07,5.61,8.53,10.86,44.44,958.52,1621.98,1985.81,2335.32,3119.88,3341.31,11772.13,11205.04,18506.87,16741.49
g_0,7.54,5.27,6.14,8.84,9.58,41.66,757.55,1161.33,2052.56,2138.78,2741.85,4534.72,7991.52,8681.63,11058.81,12676.21
