,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.15,1.78,1.94,1.93,1.5,0.59,0.82,0.57,0.53,0.64,0.75,0.38,0.45,0.46,0.46
e_1,1.36,1.06,2.14,2.38,2.17,1.81,0.81,0.94,0.78,0.6,0.55,0.74,0.5,0.58,0.78,0.47
d_1,2.62,2.4,1.06,2.22,2.1,1.64,0.81,0.52,0.98,0.69,0.63,0.55,0.48,0.59,0.57,0.36
c_1,2.57,1.98,2.52,1.06,2.26,1.68,0.9,0.8,0.42,0.82,0.61,0.52,0.55,0.62,0.55,0.42
b_1,2.62,2.53,2.63,1.58,1.06,2.88,0.98,0.77,0.75,0.87,1.17,0.72,0.6,0.55,0.58,0.59
a_1,4.03,3.4,3.67,3.53,1.82,1.07,1.6,1.54,1.04,1.05,1.23,1.0,0.81,1.16,0.87,0.81
h_1,6.38,5.17,5.17,5.33,5.38,4.38,1.32,1.96,1.59,1.65,1.65,1.47,1.44,1.24,1.37,1.31
g_1,7.5,6.78,7.22,6.14,6.14,5.26,2.01,1.33,1.83,1.68,1.99,1.89,1.15,1.8,1.62,1.43
d_0,6.99,4.23,8.15,7.76,6.27,5.99,2.71,2.84,1.53,1.94,1.93,1.96,1.74,1.59,1.89,1.55
c_0,7.22,7.11,4.28,10.72,6.79,5.65,2.55,2.65,2.81,1.51,2.34,2.26,1.73,2.1,1.53,1.7
b_0,6.81,8.1,5.38,9.15,9.78,5.5,2.63,2.39,2.61,1.29,1.45,1.91,1.51,2.09,1.73,1.24
f_0,11.75,7.44,8.18,8.81,6.84,6.3,2.96,2.2,2.31,2.53,2.47,1.5,1.7,2.34,2.35,1.23
h_0,9.42,8.93,8.43,8.82,7.52,7.42,4.6,3.66,2.69,2.25,2.95,2.52,2.59,2.02,1.89,1.94
a_0,11.16,9.95,8.77,10.18,11.3,9.61,4.75,3.54,3.21,2.34,1.73,2.41,2.44,1.61,2.38,2.03
e_0,13.65,12.96,8.83,9.81,10.95,9.34,3.77,3.39,2.98,3.46,3.31,1.61,2.28,2.27,1.59,1.91
g_0,12.91,10.85,11.01,12.16,11.58,8.92,3.39,5.03,3.38,2.92,3.49,3.03,2.03,2.59,2.78,2.89
