,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.38,0.66,0.96,0.66,0.82,0.64,1.59,2.75,1.34,1.67,1.64,1.91,2.13,1.71,1.03,1.98
f_1,1.27,2.46,0.67,0.75,0.66,0.89,1.18,1.58,1.31,1.44,1.85,0.75,2.15,1.31,1.15,2.08
c_1,0.66,0.85,2.48,0.75,1.21,0.71,1.82,1.24,1.54,0.73,1.2,1.78,2.02,1.69,1.48,1.68
d_1,0.74,0.8,0.73,2.57,0.79,0.59,1.36,0.8,1.46,2.87,1.99,1.65,2.01,1.97,1.7,1.96
b_1,0.6,0.72,0.7,0.79,2.73,1.34,1.36,1.6,1.53,1.99,1.01,1.71,2.2,1.46,1.74,2.68
a_1,0.94,0.8,0.65,0.77,0.66,3.29,1.93,1.92,1.47,1.75,1.82,1.32,2.37,,1.75,1.82
h_1,0.92,1.46,0.99,0.92,1.02,0.77,4.03,2.24,2.67,1.74,2.03,2.42,1.45,2.54,2.35,2.96
d_0,0.87,1.01,1.81,0.62,1.05,0.83,1.78,3.71,2.17,1.88,2.39,2.13,2.4,2.21,2.82,3.19
g_1,1.01,0.95,0.91,1.6,0.91,0.81,1.47,1.61,4.33,2.28,2.3,3.02,2.81,1.66,2.88,2.5
c_0,0.92,1.31,0.66,1.02,0.89,0.98,2.33,2.55,1.96,3.69,4.08,2.77,2.93,2.79,2.76,3.36
b_0,1.02,1.14,1.27,1.14,0.37,0.88,2.06,2.31,1.88,1.82,3.97,2.37,2.88,4.04,2.54,2.85
f_0,0.9,0.55,1.09,1.27,0.96,1.06,2.12,2.61,1.96,2.38,2.19,4.13,3.0,2.59,4.22,2.75
h_0,1.02,1.18,1.11,1.15,0.8,1.0,1.13,2.26,2.36,2.14,2.13,2.19,1.59,2.54,2.16,3.6
a_0,1.08,1.43,1.04,0.95,0.87,,1.93,2.18,2.1,2.56,2.01,2.31,2.51,4.77,2.45,2.18
e_0,0.67,1.33,1.2,1.18,0.92,1.16,1.9,2.13,2.19,1.38,2.11,1.73,3.16,2.06,4.99,2.39
g_0,0.91,0.97,1.08,1.51,0.79,1.07,1.8,1.83,,1.81,1.93,3.4,2.27,2.56,2.65,1.85
