,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.55,0.81,0.94,0.85,0.89,0.52,0.45,0.48,0.34,0.39,0.42,0.36,0.39,0.54,0.32
f_1,0.9,0.41,0.7,0.88,0.8,0.72,0.32,0.5,0.37,0.35,0.34,0.53,0.23,0.34,0.39,0.31
d_1,0.87,0.9,0.39,0.77,0.79,0.77,0.42,0.31,0.51,0.39,0.38,0.33,0.32,0.35,0.32,0.22
c_1,0.71,0.81,1.04,0.38,0.91,0.79,0.38,0.45,0.23,0.42,0.33,0.32,0.32,0.32,0.32,0.37
b_1,0.83,0.86,0.88,0.5,0.37,0.99,0.49,0.51,0.4,0.48,0.5,0.37,0.34,0.39,0.38,0.29
a_1,0.78,1.06,0.81,0.86,0.5,0.31,0.51,0.41,0.41,0.42,0.49,0.41,0.3,0.78,0.39,0.36
h_1,0.68,0.9,0.63,0.81,0.68,0.63,0.24,0.47,0.31,0.3,0.33,0.3,0.34,0.28,0.27,0.3
g_1,0.76,0.75,0.72,0.78,0.71,0.68,0.3,0.22,0.36,0.32,0.33,0.33,0.22,0.33,0.26,0.3
d_0,0.43,0.75,0.96,0.88,0.78,0.69,0.43,0.45,0.25,0.31,0.34,0.31,0.29,0.32,0.38,0.33
c_0,0.85,0.82,0.47,1.1,0.64,0.63,0.42,0.37,0.42,0.24,0.41,0.36,0.28,0.31,0.36,0.28
b_0,0.66,0.73,0.64,1.02,1.16,0.61,0.39,0.34,0.35,0.19,0.22,0.28,0.33,0.4,0.33,0.3
f_0,0.66,0.91,0.72,0.8,0.77,0.56,0.44,0.28,0.29,0.28,0.31,0.22,0.28,0.35,0.37,0.22
h_0,0.64,0.79,0.7,0.74,0.67,0.7,0.46,0.44,0.33,0.32,0.28,0.29,0.32,0.3,0.3,0.29
a_0,0.65,0.77,0.7,0.79,0.75,0.77,0.44,0.43,0.34,0.31,0.18,0.31,0.28,0.19,0.32,0.28
e_0,0.85,0.86,0.76,0.64,0.7,0.57,0.43,0.45,0.3,0.34,0.33,0.18,0.3,0.38,0.19,0.27
g_0,0.66,0.72,0.81,0.69,0.73,0.68,0.29,0.48,0.3,0.33,0.31,0.32,0.24,0.32,0.29,0.32
