,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.12,4.38,3.77,5.42,4.28,3.87,0.9,1.28,0.89,0.98,0.76,1.58,0.8,0.45,0.85,0.79
e_1,2.65,1.12,4.79,4.49,5.77,4.83,1.47,1.74,1.06,1.0,0.98,1.18,1.24,0.77,2.72,0.76
d_1,4.84,6.15,1.12,4.84,4.02,4.33,1.1,0.86,0.86,2.3,0.88,0.82,0.75,0.57,0.85,0.37
c_1,4.82,4.06,5.65,1.12,4.55,4.55,1.47,1.26,2.08,0.58,1.04,0.9,0.94,0.77,0.82,0.73
b_1,6.46,4.96,5.71,2.67,1.13,6.0,1.68,1.96,1.6,1.2,2.42,1.05,1.09,0.96,1.48,0.88
a_1,7.31,8.5,7.22,8.92,4.79,1.14,3.14,2.77,1.53,1.78,2.34,1.62,3.86,1.16,1.76,1.13
h_1,17.05,14.78,13.48,19.65,18.41,13.95,1.75,5.25,2.89,2.95,3.62,3.07,2.77,3.44,2.76,2.13
g_1,22.02,21.09,17.02,24.64,20.13,17.0,3.91,1.71,3.72,3.96,3.79,2.99,3.55,1.71,3.56,3.92
c_0,22.73,21.89,10.27,43.45,19.11,14.45,5.08,7.23,2.1,5.94,4.15,3.5,3.86,3.07,4.62,2.88
d_0,20.5,10.29,37.44,21.58,19.36,18.73,5.67,7.15,4.35,2.26,4.48,4.3,4.01,3.17,3.79,4.01
b_0,22.16,19.22,17.64,34.04,37.75,22.48,6.16,5.89,2.4,4.61,2.19,4.19,4.5,2.89,4.56,2.7
f_0,43.78,24.71,21.74,33.69,24.55,23.25,7.9,4.42,4.95,6.05,4.51,2.4,4.88,4.14,5.16,2.79
a_0,33.77,28.83,25.92,31.15,39.22,47.05,9.42,8.84,4.98,6.47,3.05,5.63,2.52,5.22,5.84,4.21
h_0,35.11,30.88,27.85,34.04,26.96,26.97,13.25,8.96,6.11,7.37,5.58,5.63,5.13,7.44,5.74,4.96
e_0,57.19,51.63,29.82,41.8,30.82,27.34,9.77,7.72,7.12,9.03,7.42,3.22,5.96,4.19,2.36,4.06
g_0,38.97,37.6,37.44,37.95,34.32,28.9,7.31,16.0,8.0,7.82,7.14,7.75,8.44,4.32,6.14,7.84
