,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,98.52,33.45,51.72,43.31,78.75,188.35,7427.28,18562.3,9400.07,12385.62,17688.9,24754.43,55168.33,63855.75,46427.82,125227.45
f_1,48.97,116.91,33.87,46.04,59.38,246.98,5152.53,9919.8,8597.96,9990.82,18581.93,9034.03,51896.61,45614.31,48706.36,122476.24
c_1,25.15,39.45,122.66,45.17,106.83,192.09,7794.99,7668.03,9900.16,4975.55,11873.24,21145.14,47855.92,57680.93,61511.43,97386.58
d_1,26.34,34.75,33.54,144.98,64.83,150.39,5447.11,4640.23,8775.17,18310.05,18403.29,18388.21,44668.05,63126.3,66099.61,105917.79
b_1,18.92,27.88,28.43,39.12,198.4,300.12,4805.27,8141.88,8111.77,11177.28,8257.07,16796.81,43014.12,41273.83,59512.41,127925.36
a_1,20.32,21.01,18.17,26.32,33.11,505.42,4680.65,6714.37,5350.34,6752.54,10209.09,8882.86,31861.66,,41060.38,59498.01
h_1,7.92,15.37,11.08,12.58,20.41,47.04,3898.22,3124.8,3878.0,2682.09,4537.01,6505.96,7794.45,19608.34,22017.27,38653.2
d_0,6.63,9.38,17.94,7.54,18.42,45.11,1524.87,4576.38,2784.45,2563.06,4724.03,5073.43,11403.98,15104.21,23345.91,36872.12
g_1,7.54,8.79,8.84,19.1,15.79,43.25,1239.18,1966.18,5491.14,3066.56,4476.74,7082.36,13184.72,11220.92,23602.66,28521.74
c_0,6.75,11.84,6.33,11.91,15.25,51.42,1931.05,3046.43,2433.48,4860.98,7798.58,6373.72,13446.14,18446.47,22170.09,37608.52
b_0,6.62,9.07,10.76,11.77,5.63,41.02,1502.63,2436.87,2066.52,2118.91,6705.23,4816.84,11682.41,23649.08,17976.94,28157.94
f_0,5.51,4.12,8.67,12.27,13.64,46.41,1458.31,2587.02,2027.78,2604.28,3472.39,7888.93,11429.13,14226.43,28128.39,25573.4
h_0,4.96,7.0,7.03,8.88,9.01,34.74,618.37,1777.55,1938.87,1857.41,2688.66,3318.22,4814.86,11106.5,11448.03,26582.45
a_0,4.64,7.55,5.82,6.5,8.63,,932.65,1518.68,1524.29,1971.68,2247.43,3103.82,6741.06,18423.65,11499.09,14252.53
e_0,2.69,6.57,6.27,7.53,8.59,33.27,861.99,1394.73,1490.06,995.06,2210.87,2183.28,7960.63,7466.38,21936.73,14661.24
g_0,3.28,4.31,5.05,8.64,6.6,27.63,731.86,1071.53,,1170.59,1808.31,3829.4,5120.96,8298.29,10416.69,10161.05
