,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.81,1.77,1.53,1.51,1.33,0.5,0.52,0.64,0.47,0.49,0.57,0.32,0.42,0.4,0.36
e_1,1.23,1.05,2.0,1.75,1.77,1.42,0.63,0.66,0.72,0.56,0.5,0.56,0.4,0.46,0.68,0.46
c_1,1.92,1.52,1.05,2.01,2.01,1.54,0.69,0.4,0.61,0.55,0.47,0.48,0.45,0.44,0.47,0.37
d_1,2.07,2.21,1.92,1.05,1.86,1.31,0.63,0.74,0.44,0.58,0.55,0.44,0.38,0.46,0.42,0.29
b_1,2.37,1.96,1.25,2.25,1.05,2.27,0.93,0.64,0.77,0.78,0.89,0.65,0.48,0.53,0.52,0.46
a_1,3.32,2.8,2.69,3.06,1.54,1.06,1.31,0.93,1.14,0.85,1.28,0.85,0.74,1.0,0.73,0.56
h_1,5.25,4.88,4.84,5.12,4.34,3.77,1.27,1.5,1.89,1.46,1.35,1.4,1.33,1.16,1.24,1.2
d_0,5.08,3.72,6.44,5.78,5.32,4.35,2.23,1.39,2.05,1.47,1.56,1.42,1.3,1.45,1.43,1.37
g_1,6.53,5.81,6.28,6.18,5.68,4.06,1.84,1.84,1.3,1.76,1.66,1.74,1.2,1.41,1.58,1.51
c_0,6.62,6.34,9.29,3.83,5.8,4.84,2.29,2.48,1.93,1.4,1.96,1.79,1.64,1.72,1.54,1.47
b_0,6.48,6.87,8.51,5.11,8.08,5.02,2.54,2.07,2.33,1.3,1.37,2.02,1.8,1.91,1.5,1.54
f_0,8.39,6.89,7.56,7.9,5.58,5.45,2.58,2.43,1.65,2.1,1.95,1.45,1.66,1.59,2.08,1.17
h_0,8.04,8.27,7.59,7.45,7.46,5.31,3.11,2.54,3.08,2.08,2.1,1.9,2.09,1.95,1.87,1.77
a_0,8.47,8.66,7.94,8.05,9.34,8.64,3.09,2.66,3.36,2.21,1.5,2.57,1.91,1.53,2.32,1.62
e_0,11.0,8.92,8.08,8.37,7.89,7.18,3.31,2.64,2.35,2.37,2.43,1.39,2.0,1.97,1.46,1.86
g_0,9.61,8.86,9.73,10.3,8.85,7.34,2.6,2.74,3.66,2.61,2.54,2.67,1.71,2.45,2.28,2.16
