,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.95,1.05,0.98,0.87,0.87,1.04,0.91,0.95,0.92,0.95,0.82,0.86,0.75,1.06
e_1,0.85,1.0,0.95,1.17,1.08,0.96,1.04,0.96,0.89,1.36,0.99,1.07,1.04,1.08,1.11,1.11
d_1,1.06,1.05,1.0,0.92,0.96,0.91,1.05,0.87,1.23,1.06,1.02,0.98,1.0,1.03,0.9,0.83
c_1,0.96,0.83,1.08,1.0,1.24,1.09,0.97,1.08,0.94,0.71,0.87,1.02,1.05,0.93,1.02,0.93
b_1,1.01,0.9,1.05,0.82,1.0,1.44,1.09,1.05,1.13,0.93,1.11,1.06,1.06,0.84,1.09,1.01
a_1,1.12,1.04,1.08,0.93,0.73,1.0,1.17,1.12,1.12,1.05,1.16,0.97,1.06,1.13,1.21,1.18
h_1,1.13,1.02,0.96,1.01,0.91,0.85,1.0,1.21,0.96,0.93,0.96,0.94,1.18,1.02,0.99,1.14
g_1,0.98,1.02,1.13,0.92,0.91,0.89,0.85,1.0,1.11,0.91,1.05,1.25,0.94,1.1,1.03,1.05
c_0,1.15,1.1,0.83,1.05,0.88,0.86,1.03,0.92,1.0,1.19,1.35,1.07,1.14,1.16,1.15,1.02
d_0,1.01,0.79,0.93,1.43,1.08,0.93,1.07,1.21,0.85,1.0,1.05,0.93,1.14,1.01,0.96,1.0
b_0,1.13,1.05,0.97,1.1,0.85,0.83,1.06,0.92,0.73,0.96,1.0,0.94,1.06,1.37,0.99,1.01
f_0,1.0,0.94,0.98,1.0,0.97,0.99,1.01,0.82,0.94,1.17,1.09,1.0,1.1,1.15,1.43,0.93
h_0,1.19,0.98,1.02,0.93,0.96,0.93,0.84,1.07,0.87,0.89,0.97,0.91,1.0,0.94,0.99,1.08
a_0,1.09,0.93,0.96,1.13,1.18,0.93,1.01,0.88,0.86,0.98,0.76,0.99,1.05,1.0,0.84,0.91
e_0,1.23,0.94,1.09,0.91,1.01,0.78,0.93,1.03,0.94,1.05,1.01,0.72,1.04,1.36,1.0,0.89
g_0,0.95,0.89,1.18,1.08,1.01,0.9,0.9,0.98,0.98,0.98,1.0,1.13,0.96,1.01,1.18,1.0
