,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.83,1.08,1.65,1.99,4.89,19.31,40.21,30.97,33.91,44.34,64.2,76.31,99.37,118.65,128.22
f_1,1.21,1.0,0.91,1.26,1.81,4.09,15.28,26.54,25.39,33.63,30.25,47.51,58.15,82.85,96.37,93.16
d_1,0.93,1.09,1.0,1.17,1.97,3.85,17.25,30.53,33.99,25.7,37.11,49.02,74.08,88.05,83.55,120.33
c_1,0.6,0.79,0.85,1.0,1.81,3.63,13.83,15.24,16.32,20.14,22.76,39.03,52.04,70.35,77.29,105.7
b_1,0.51,0.56,0.5,0.56,1.0,2.83,9.48,13.9,14.05,15.11,16.79,25.77,37.38,46.57,44.36,59.21
a_1,0.2,0.25,0.26,0.28,0.36,1.0,4.9,5.86,6.66,8.08,10.78,11.34,19.26,21.96,22.34,25.63
h_1,0.05,0.07,0.06,0.07,0.1,0.2,1.0,1.4,1.46,2.05,1.98,2.67,3.94,5.0,6.14,6.53
d_0,0.03,0.04,0.03,0.07,0.07,0.17,0.72,1.0,0.93,1.23,1.37,2.07,2.95,3.09,3.46,4.68
c_0,0.03,0.04,0.03,0.06,0.07,0.13,0.66,1.06,1.0,1.09,1.76,1.95,2.74,3.77,3.83,4.92
g_1,0.03,0.03,0.04,0.05,0.06,0.13,0.49,0.79,0.92,1.0,1.16,1.83,2.16,2.95,3.57,4.2
b_0,0.02,0.03,0.03,0.04,0.06,0.1,0.52,0.79,0.56,0.89,1.0,1.49,2.15,3.26,2.77,3.34
f_0,0.01,0.02,0.02,0.03,0.04,0.09,0.38,0.5,0.52,0.54,0.67,1.0,1.51,1.82,1.61,3.8
h_0,0.01,0.02,0.01,0.02,0.03,0.05,0.25,0.35,0.36,0.47,0.46,0.66,1.0,1.24,1.5,1.63
a_0,0.01,0.01,0.01,0.01,0.02,0.05,0.19,0.31,0.29,0.32,0.32,0.59,0.82,1.0,1.32,1.6
g_0,0.01,0.01,0.01,0.01,0.02,0.04,0.16,0.28,0.25,0.27,0.36,0.61,0.67,0.76,1.0,1.32
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.15,0.22,0.19,0.25,0.29,0.28,0.62,0.62,0.75,1.0
