,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.22,1.16,1.32,1.25,3.11,19.07,27.0,29.95,41.52,48.59,,70.86,97.58,,135.1
e_1,0.82,1.0,1.28,1.26,1.63,3.53,15.41,30.39,32.06,38.12,48.32,72.82,73.07,85.89,,82.96
d_1,0.86,0.78,1.0,1.0,1.38,3.5,16.35,17.35,,42.37,33.98,41.35,61.88,66.09,102.08,78.01
c_1,0.76,0.8,1.0,1.0,2.2,3.79,17.61,19.19,18.58,,28.79,44.13,55.12,,84.67,116.23
b_1,0.8,0.61,0.72,0.46,1.0,3.06,12.16,18.18,14.75,24.55,,29.8,49.71,42.77,58.13,89.23
a_1,0.32,0.28,0.29,0.26,0.33,1.0,6.36,7.28,8.2,9.78,12.96,,21.96,,27.42,38.6
h_1,0.05,0.06,0.06,0.06,0.08,0.16,1.0,2.08,1.41,1.62,2.36,3.09,,4.75,6.11,10.33
g_1,0.04,0.03,0.06,0.05,0.05,0.14,0.48,1.0,0.92,1.45,1.46,2.36,2.75,3.07,4.75,
d_0,0.03,0.03,,0.05,0.07,0.12,0.71,1.08,1.0,1.6,1.78,2.01,1.98,2.8,2.92,5.57
c_0,0.02,0.03,0.02,,0.04,0.1,0.62,0.69,0.63,1.0,1.74,1.34,2.32,1.98,,3.33
b_0,0.02,0.02,0.03,0.03,,0.08,0.42,0.69,0.56,0.58,1.0,1.33,1.77,3.32,2.4,3.06
f_0,,0.01,0.02,0.02,0.03,,0.32,0.42,0.5,0.75,0.75,1.0,1.54,1.6,3.05,2.13
h_0,0.01,0.01,0.02,0.02,0.02,0.05,,0.36,0.5,0.43,0.56,0.65,,1.04,1.29,2.25
a_0,0.01,0.01,0.02,,0.02,,0.21,0.33,0.36,0.5,0.3,0.62,0.96,1.0,1.01,1.32
e_0,,,0.01,0.01,0.02,0.04,0.16,0.21,0.34,,0.42,0.33,0.78,0.99,1.0,
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.1,,0.18,0.3,0.33,0.47,0.45,0.76,,
