,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.91,50.0,87.51,59.72,140.79,294.47,9999.14,26768.26,22460.41,20332.89,28311.09,45729.31,116752.81,93433.11,101703.59,194241.95
f_1,79.43,109.63,62.24,67.41,112.14,264.88,9043.05,16087.81,18510.14,16844.83,23946.12,24381.72,85540.18,95073.99,111833.58,163511.9
c_1,39.42,52.09,128.07,74.4,203.7,244.09,9418.5,12525.72,11493.46,17274.59,17212.58,34133.18,102242.6,89370.2,120797.83,172403.05
d_1,46.48,55.86,48.97,135.77,117.19,249.33,9381.79,11778.57,28704.47,17939.95,29285.06,42139.52,98555.9,106045.05,121940.29,167129.91
b_1,32.27,46.5,42.44,49.65,228.12,414.91,7262.26,11334.47,15439.44,13793.08,8937.91,26799.05,71292.6,59475.93,101731.24,139953.66
a_1,28.29,37.37,43.19,44.05,58.23,443.49,5970.48,9966.66,12945.19,11458.22,16226.6,22332.94,63291.53,37134.15,72118.69,108835.08
h_1,11.13,17.08,15.43,17.97,30.42,67.72,3849.96,3597.26,5227.15,5937.85,5324.71,9256.23,17651.87,23186.11,35526.71,55380.31
d_0,9.11,11.41,23.87,10.95,28.02,60.17,2177.15,4592.99,3500.17,4066.72,5936.18,8860.39,22764.32,21731.78,26834.98,40349.04
c_0,10.79,11.58,11.65,15.36,19.78,58.42,1837.73,3739.39,5685.78,3879.42,8391.87,8007.85,19737.9,21429.63,25966.81,40164.15
g_1,8.42,8.74,12.73,18.6,26.34,58.4,1783.96,3074.23,4027.92,6720.97,4732.25,11933.76,17458.0,19929.52,27960.73,30261.05
b_0,10.31,9.87,15.26,13.5,20.1,46.02,2036.72,3355.76,3302.06,3644.73,6764.25,7514.99,20517.52,30363.1,23328.17,39165.1
f_0,6.92,7.38,12.08,11.01,24.18,56.69,1852.03,2728.68,3462.23,2938.52,3995.69,9722.32,16741.49,16695.43,32208.33,29129.32
h_0,5.61,8.73,8.34,8.96,17.17,32.12,1095.68,2213.39,2738.38,2872.44,3106.18,4542.78,10498.95,12198.8,16033.97,27161.91
a_0,6.77,6.2,7.91,8.67,16.15,29.72,1265.33,2205.05,2650.23,2606.45,2548.16,6038.43,13211.33,19254.25,14273.46,25180.05
e_0,4.12,7.19,6.88,8.65,14.21,32.92,1198.0,1870.77,2371.52,2362.86,2959.81,4181.55,11256.22,14550.79,22828.57,17187.19
g_0,4.68,5.15,6.78,10.88,12.76,25.11,1036.24,1406.77,2110.14,1533.6,2330.76,5553.89,10362.54,10156.13,15589.51,16742.33
