,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.96,1.83,1.07,1.93,1.55,1.37,6.47,5.74,13.61,7.19,7.21,7.68,11.54,7.44,3.64,9.86
f_1,2.87,6.08,1.45,1.51,1.06,1.28,4.85,4.63,6.0,7.62,2.85,7.19,10.58,6.78,5.92,8.46
d_1,1.45,1.65,6.61,1.33,1.55,1.53,5.45,5.92,2.81,14.16,7.06,8.58,12.2,8.08,7.74,10.36
c_1,1.25,1.39,1.62,6.83,2.74,1.3,5.73,4.48,7.3,2.79,7.26,5.75,10.61,7.15,7.31,12.08
b_1,1.38,1.33,1.72,1.27,6.91,2.92,4.83,5.85,6.7,7.08,9.54,3.51,11.11,5.93,8.4,11.57
a_1,1.41,1.6,1.78,1.44,1.41,10.11,6.17,6.05,6.73,7.94,7.69,7.62,11.87,2.74,10.63,10.78
h_1,1.62,2.59,2.02,1.9,1.68,1.73,16.22,8.84,8.57,8.23,7.82,9.23,7.8,8.34,10.16,19.18
g_1,1.61,1.53,2.76,2.02,2.01,1.58,6.94,19.45,6.9,8.95,14.12,7.53,11.09,8.84,9.28,8.5
d_0,1.91,2.05,1.22,3.65,1.58,1.89,6.41,6.96,16.44,6.89,9.09,8.81,12.85,8.97,9.09,12.86
c_0,2.15,2.02,2.14,1.17,1.51,1.89,7.69,6.35,8.09,16.53,8.5,19.06,12.61,12.26,8.2,13.58
f_0,1.29,1.29,2.02,2.16,2.31,2.18,7.93,7.92,8.88,6.74,20.61,8.2,15.36,9.78,21.78,18.24
b_0,1.77,2.01,1.88,2.26,1.39,1.22,5.94,7.6,9.8,10.26,9.83,20.58,14.94,21.43,10.19,13.89
h_0,1.73,2.45,2.14,1.89,1.78,1.78,4.28,10.12,9.48,8.63,9.56,9.52,8.16,10.53,9.2,18.17
a_0,2.06,1.84,1.88,2.13,2.18,0.59,8.03,8.84,8.27,8.94,11.61,8.75,13.01,26.26,10.47,17.87
e_0,1.09,2.19,2.52,1.76,1.79,1.98,8.35,7.42,8.13,10.77,8.3,9.67,16.09,9.34,26.16,15.33
g_0,1.3,1.72,3.32,1.84,1.71,1.99,6.16,5.25,6.55,8.8,15.59,9.4,12.87,7.63,13.62,10.29
