,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,1.0,0.8,0.94,1.08,0.87,0.66,0.5,0.49,0.42,0.53,0.41,0.4,0.34,0.34,0.31,0.32
f_1,1.26,1.0,0.94,0.99,0.82,0.7,0.43,0.44,0.39,0.43,0.35,0.37,0.33,0.29,0.26,0.3
d_1,1.06,1.07,1.0,0.82,0.88,0.75,0.52,0.41,0.53,0.4,0.39,0.44,0.35,0.33,0.36,0.27
c_1,0.93,1.04,1.21,1.0,1.26,0.81,0.55,0.49,0.38,0.33,0.41,0.34,0.36,0.38,0.37,0.33
b_1,1.13,1.21,1.15,0.8,1.0,1.17,0.57,0.53,0.52,0.42,0.47,0.42,0.36,0.41,0.35,0.37
a_1,1.47,1.41,1.32,1.21,0.84,1.0,0.72,0.7,0.58,0.68,0.55,0.64,0.49,0.52,0.53,0.46
h_1,1.97,2.25,1.89,1.82,1.75,1.38,1.0,1.09,0.78,0.8,0.76,0.78,0.66,0.71,0.62,0.69
g_1,2.07,2.29,2.46,2.01,1.91,1.4,0.91,1.0,0.89,0.83,0.99,0.77,0.7,0.7,0.72,0.68
c_0,2.43,2.55,1.93,2.5,1.97,1.65,1.23,1.11,1.0,1.13,0.93,1.28,0.94,0.86,0.86,0.77
d_0,1.94,2.34,2.43,2.96,2.28,1.56,1.22,1.18,0.91,1.0,0.87,0.88,0.85,0.9,0.85,0.76
f_0,2.36,2.8,2.47,2.52,2.06,1.76,1.3,0.98,1.11,1.17,1.0,1.01,0.93,0.86,1.12,0.72
b_0,2.57,2.84,2.27,2.9,2.33,1.58,1.22,1.25,0.82,1.13,0.99,1.0,1.15,0.96,0.79,0.84
a_0,2.87,2.99,2.86,2.69,2.95,2.02,1.6,1.45,1.09,1.15,1.13,0.82,1.0,1.05,0.75,0.87
h_0,3.01,3.48,3.05,2.63,2.36,1.92,1.4,1.44,1.16,1.1,1.12,1.04,0.99,1.0,0.86,1.06
e_0,3.2,3.7,2.87,2.75,2.83,1.94,1.6,1.37,1.25,1.23,0.93,1.23,1.16,1.09,1.0,0.91
g_0,3.27,3.16,3.62,3.14,2.72,2.1,1.43,1.41,1.27,1.25,1.5,1.2,1.13,0.95,1.09,1.0
