,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11160.26,4462.49,4113.46,4494.42,4001.26,19027.45,2761585.4,8621054.54,9144592.16,9144143.81,22223469.87,14830457.05,110366152.57,149317802.73,87842919.72,228695596.85
e_1,2826.42,11358.21,3406.81,4801.23,4607.07,18867.78,4396317.32,15781946.75,8227445.28,13945424.99,23560740.24,38747617.13,104743625.06,182191587.85,74070364.81,282131286.79
d_1,3030.66,2059.21,19615.95,3740.4,4782.08,22490.1,3866432.98,3468072.94,19780068.27,14901184.6,30251944.88,45284217.47,117418881.31,152213402.97,183509373.17,274869332.03
c_1,2677.57,2426.66,3243.2,20947.69,9106.8,17201.46,4044179.52,7883705.07,4252082.36,12866812.61,16258807.72,38142663.45,96628930.35,135683562.16,179408477.07,241943658.55
b_1,2139.93,2000.35,3981.0,3868.55,26762.41,50177.14,4392282.6,9270141.88,8571778.87,16319509.44,11002998.14,39460100.09,112759114.0,123104772.59,136268352.94,254326601.7
a_1,2467.84,2035.01,4536.6,3420.39,5574.13,171947.9,5309883.08,9389613.47,10298453.26,15664169.53,27371487.42,47536971.98,119827249.89,63878945.2,184783257.42,383010781.04
h_1,4216.09,2744.77,5599.92,4632.32,5096.12,18829.77,15224491.73,10410103.36,12487463.17,23615231.8,29097019.93,44008040.17,74542317.7,185537032.07,207887563.5,481176751.06
d_0,3172.36,3313.94,2853.95,9426.23,6071.17,22029.37,6134612.13,22524068.21,6343449.35,16146228.25,26228726.4,50148696.94,145617550.86,180192545.69,188497200.61,341026857.89
c_0,3766.0,3230.91,5103.89,2780.65,4969.35,29965.75,5537072.1,11256206.98,25527329.86,16764229.83,59710792.52,47645808.98,142260861.05,224507361.2,217102544.25,405120345.78
g_1,2095.41,2770.1,8130.11,5100.07,5184.28,22475.84,4790548.94,10277417.97,9795477.01,66198915.07,29158631.14,82007544.76,150460272.18,205905834.9,224370370.28,246740648.11
b_0,3887.25,3757.61,5047.39,5569.35,2401.32,21789.73,4662345.59,10197612.58,12295929.15,19812395.21,73184045.06,55923311.52,133497680.9,439164474.44,258673728.97,398938010.15
f_0,1877.87,2363.08,6058.95,5438.36,6662.73,24758.98,5523108.71,10287722.56,13476909.56,19148305.91,34975785.15,135199762.9,157523388.35,218316301.89,492320639.09,366498383.39
h_0,4133.39,3288.36,5286.25,4612.75,6068.37,27431.61,3089231.43,11492965.46,13266205.32,23539016.38,30385006.11,49668558.37,66340840.2,157617812.09,179964815.6,483673165.72
a_0,3117.35,2755.41,6220.97,6169.89,5103.3,10299.45,5314058.92,10661392.29,13887010.74,19734278.98,39095648.79,62803041.02,153707414.8,600641818.95,152835568.06,454702477.18
e_0,3154.02,1619.95,6034.6,6103.76,7210.87,27788.31,6325385.01,8963695.85,15091156.77,18151315.42,33046448.62,50264488.32,186209632.85,175019959.67,695851351.06,351804407.95
g_0,2585.91,2903.89,8016.31,4614.01,6203.97,25062.7,5343182.37,9785611.75,11355807.26,11882910.84,28549444.61,90126177.35,120996225.83,220737733.81,223146257.97,242884553.03
