,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.1,1.68,1.44,1.61,1.22,0.61,0.52,0.54,0.41,0.45,0.48,0.35,0.39,0.44,0.36
f_1,1.72,1.04,1.49,1.48,1.33,1.11,0.44,0.51,0.6,0.44,0.45,0.45,0.27,0.39,0.33,0.33
c_1,1.32,1.65,1.05,1.92,1.75,1.29,0.55,0.33,0.58,0.49,0.4,0.43,0.39,0.4,0.4,0.38
d_1,1.81,1.62,1.54,1.04,1.56,1.38,0.57,0.69,0.41,0.52,0.47,0.47,0.33,0.42,0.41,0.27
b_1,1.81,2.14,1.21,1.9,1.05,2.02,0.7,0.51,0.67,0.7,0.65,0.53,0.5,0.42,0.5,0.42
a_1,2.62,2.81,2.43,2.45,1.32,1.06,0.98,0.79,0.99,0.72,1.01,0.73,0.63,0.85,0.68,0.53
h_1,4.59,4.8,4.64,4.5,3.94,3.45,1.25,1.22,1.57,1.2,1.31,1.15,1.15,1.21,1.03,1.08
d_0,3.71,4.62,5.94,5.52,5.61,4.62,2.26,1.35,2.11,1.31,1.41,1.55,1.4,1.16,1.67,1.44
g_1,5.24,5.05,5.57,5.54,5.38,4.41,1.7,1.58,1.26,1.51,1.51,1.46,1.01,1.28,1.26,1.27
c_0,5.89,5.52,7.38,3.77,5.02,4.47,2.45,2.45,1.77,1.36,1.79,1.53,1.22,1.53,1.45,1.17
b_0,5.35,5.24,7.62,4.7,6.29,3.88,2.14,2.05,1.96,1.12,1.35,1.52,1.25,1.78,1.51,1.24
f_0,6.16,7.3,6.19,6.03,5.97,5.39,2.67,1.94,1.59,1.91,1.76,1.37,1.39,1.7,1.9,0.98
h_0,7.36,8.03,7.15,7.2,6.0,5.42,2.69,2.09,2.82,2.07,2.13,1.96,1.75,1.71,1.58,1.44
a_0,7.4,6.87,8.51,6.8,8.75,6.49,2.71,2.74,2.49,1.82,1.44,1.91,1.71,1.45,1.96,1.66
e_0,8.32,10.99,7.74,7.28,7.16,5.68,2.79,2.23,2.37,2.13,2.08,1.35,1.77,1.81,1.43,1.41
g_0,8.25,8.35,7.9,8.52,7.35,7.09,2.45,2.36,2.84,2.4,2.27,2.45,1.55,2.03,2.08,1.82
