,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.07,6.39,11.02,8.4,8.32,7.84,3.36,3.2,3.16,3.18,2.45,2.36,1.96,2.11,2.46,
f_1,11.59,1.07,8.12,8.99,9.17,11.06,2.86,2.47,2.78,2.87,2.89,,1.49,3.72,2.96,2.69
d_1,8.45,11.18,1.07,13.47,7.61,6.86,3.89,,3.29,2.22,3.19,2.8,2.24,2.78,1.2,2.12
c_1,10.2,10.81,7.87,1.07,12.6,10.03,4.32,1.88,,3.55,3.07,2.5,2.23,,2.42,2.37
b_1,10.61,12.02,13.11,7.26,1.07,9.51,4.19,3.72,3.29,3.97,,2.46,3.15,2.58,1.9,2.16
a_1,18.59,12.95,19.59,12.08,10.39,1.07,4.56,3.45,3.74,,,3.99,3.77,,2.8,
h_1,15.54,15.21,11.21,12.2,12.49,12.14,1.41,4.32,4.33,5.39,3.86,3.14,,3.12,3.5,3.71
d_0,9.02,16.28,,14.54,13.27,18.01,4.78,1.7,3.98,4.46,4.45,3.63,3.33,3.34,2.52,4.41
c_0,14.4,12.37,9.61,,13.54,12.97,5.24,5.43,1.73,5.14,5.12,3.74,2.09,4.17,2.84,3.17
g_1,17.72,18.65,23.53,14.72,15.85,,4.52,4.68,4.2,1.41,4.6,5.48,2.84,3.69,,4.7
b_0,20.34,15.78,13.36,20.24,,,6.19,4.05,2.51,7.12,1.72,4.67,5.63,6.14,3.51,3.51
f_0,21.78,,15.01,20.97,19.14,13.09,8.03,5.6,6.29,4.5,4.88,1.78,3.41,4.87,2.94,4.9
h_0,17.51,18.91,17.17,12.56,14.34,15.35,,4.87,7.63,8.35,3.13,5.61,,4.27,4.15,3.55
a_0,24.82,18.09,22.62,,20.79,,8.92,8.72,6.66,9.66,3.46,6.03,4.56,1.7,4.25,5.01
g_0,15.93,16.72,21.59,16.72,20.25,15.73,5.51,8.19,6.53,,6.0,6.32,3.05,5.04,,
e_0,,19.58,35.61,22.82,24.72,,8.43,7.62,7.83,7.35,6.39,4.17,6.81,5.18,,1.8
